loan,hh,village,religion,roof,rooms,beds,electricity,ownership,leader
0,43044,43,hindu,tile,2,1,1,OWNED,0
0,43045,43,hindu,tile,1,0,1,OWNED,0
1,43046,43,hindu,tile,3,1,1,OWNED,0
0,43047,43,hindu,tile,1,3,1,OWNED,0
0,43048,43,hindu,thatch,1,0,0,OWNED,0
0,43049,43,hindu,tile,4,1,1,OWNED,1
0,43050,43,hindu,tile,3,0,1,OWNED,1
1,43051,43,hindu,tile,2,1,1,OWNED,0
0,43052,43,hindu,tile,3,1,1,OWNED,0
0,43053,43,hindu,tile,2,0,1,OWNED,0
0,43054,43,hindu,tile,1,0,1,OWNED,0
0,43055,43,hindu,sheet,1,0,1,OWNED,0
0,43056,43,hindu,tile,3,2,1,OWNED,0
0,43057,43,hindu,tile,3,0,1,OWNED,0
0,43058,43,hindu,tile,5,0,1,OWNED,0
0,43059,43,hindu,tile,1,0,1,OWNED,1
0,43060,43,hindu,tile,2,0,1,OWNED,0
0,43061,43,hindu,tile,2,2,1,OWNED,0
0,43062,43,hindu,tile,4,1,1,OWNED,1
0,43063,43,hindu,tile,3,2,1,OWNED,0
0,43064,43,hindu,tile,2,2,1,OWNED,0
0,43065,43,hindu,tile,1,0,1,OWNED,0
0,43066,43,hindu,tile,3,1,1,OWNED,0
0,43067,43,hindu,tile,2,3,1,OWNED,0
0,43068,43,hindu,rcc,4,3,1,OWNED,0
0,43069,43,hindu,tile,4,1,1,OWNED,1
0,43070,43,hindu,tile,1,1,1,OWNED,0
0,43071,43,hindu,tile,2,0,1,OWNED,0
0,43072,43,hindu,tile,1,0,1,OWNED,1
0,43073,43,hindu,tile,2,1,1,OWNED,0
0,43074,43,hindu,tile,3,0,1,OWNED,1
0,43075,43,hindu,tile,2,1,1,OWNED,0
0,43076,43,hindu,tile,4,0,1,OWNED,0
0,43077,43,hindu,tile,3,0,1,OWNED,0
0,43078,43,hindu,tile,3,2,1,OWNED,0
0,43079,43,hindu,tile,3,4,1,OWNED,0
0,43080,43,hindu,tile,1,0,1,OWNED,0
0,43081,43,hindu,thatch,1,0,1,OWNED,0
0,43082,43,hindu,tile,3,0,1,OWNED,0
0,43083,43,hindu,thatch,1,2,1,OWNED,0
0,43084,43,hindu,tile,1,0,1,OWNED,0
0,43085,43,hindu,tile,4,1,1,OWNED,0
0,43086,43,hindu,tile,3,0,1,OWNED,0
0,43087,43,hindu,tile,4,0,1,OWNED,0
0,43088,43,hindu,sheet,2,2,1,OWNED,0
0,43089,43,hindu,thatch,2,0,1,GOVERNMENT,0
0,43090,43,hindu,tile,2,2,1,OWNED,0
0,43091,43,hindu,thatch,1,0,0,OWNED,0
0,43092,43,hindu,tile,1,0,1,OWNED,0
0,43093,43,hindu,tile,1,0,1,OWNED,0
0,43094,43,hindu,tile,4,0,1,OWNED,0
0,43095,43,hindu,sheet,1,0,0,OWNED,0
0,43096,43,hindu,tile,4,0,1,OWNED,0
0,43097,43,hindu,tile,4,4,1,OWNED,0
0,43098,43,hindu,thatch,1,0,0,GOVERNMENT,0
0,43099,43,hindu,tile,3,0,1,OWNED,0
0,43100,43,hindu,tile,2,0,1,OWNED,0
0,43101,43,hindu,tile,2,1,1,OWNED,0
0,43102,43,hindu,tile,1,2,1,OWNED,1
0,43103,43,hindu,tile,3,4,1,OWNED,0
0,43104,43,hindu,tile,2,1,1,OWNED,0
0,43105,43,hindu,tile,1,1,1,OWNED,0
0,43106,43,hindu,tile,4,1,1,OWNED,1
0,43107,43,hindu,tile,3,1,1,OWNED,0
0,43108,43,hindu,tile,2,1,1,OWNED,0
0,43109,43,hindu,tile,4,1,1,OWNED,0
0,43110,43,hindu,tile,2,0,1,OWNED,0
0,43111,43,hindu,tile,3,1,1,OWNED,0
0,43112,43,hindu,tile,2,3,1,OWNED,0
0,43113,43,hindu,thatch,1,0,1,GOVERNMENT,0
0,43114,43,hindu,tile,4,4,1,OWNED,0
0,43115,43,hindu,tile,4,2,1,OWNED,0
0,43116,43,hindu,tile,3,3,1,OWNED,0
0,43117,43,hindu,tile,3,1,1,OWNED,0
0,43118,43,hindu,tile,2,0,1,OWNED,0
0,43119,43,hindu,tile,2,0,1,OWNED,0
0,43120,43,hindu,tile,2,0,1,OWNED,0
0,43121,43,hindu,tile,4,0,1,OWNED,0
1,43122,43,hindu,tile,3,1,1,OWNED,0
1,43123,43,hindu,tile,2,0,1,OWNED,0
0,43124,43,hindu,tile,3,0,1,OWNED,0
0,43125,43,hindu,tile,2,0,1,OWNED,0
0,43126,43,hindu,tile,5,0,1,OWNED,0
0,43127,43,hindu,tile,2,0,1,OWNED,0
0,43128,43,hindu,tile,4,1,1,OWNED,0
0,43129,43,hindu,tile,4,1,1,OWNED,0
0,43130,43,hindu,tile,5,3,1,OWNED,0
1,43131,43,hindu,tile,4,2,1,OWNED,0
0,43132,43,hindu,tile,1,1,1,OWNED,0
0,43133,43,hindu,tile,2,1,1,OWNED,0
1,43134,43,hindu,tile,4,1,1,OWNED,0
1,43135,43,hindu,tile,3,1,1,OWNED,0
1,43136,43,hindu,tile,2,2,1,OWNED,1
0,43137,43,hindu,tile,2,3,1,OWNED,0
0,43138,43,hindu,tile,4,2,1,OWNED,0
0,43139,43,hindu,tile,3,2,1,OWNED,0
0,43140,43,hindu,tile,4,3,1,OWNED,0
0,43141,43,hindu,tile,5,1,1,OWNED,1
0,43142,43,hindu,tile,4,4,1,OWNED,0
0,43143,43,hindu,tile,3,1,1,OWNED,0
0,43144,43,hindu,tile,3,0,1,OWNED,0
0,43145,43,hindu,tile,4,1,1,OWNED,1
1,43146,43,hindu,tile,3,2,1,OWNED,0
1,43147,43,hindu,tile,2,0,1,OWNED,0
0,43148,43,hindu,tile,3,1,1,OWNED,1
1,43149,43,hindu,tile,4,1,1,OWNED,0
0,43150,43,hindu,tile,3,2,1,OWNED,0
0,43151,43,hindu,tile,3,1,1,OWNED,0
1,43152,43,hindu,tile,3,0,1,OWNED,0
0,43153,43,hindu,tile,2,1,1,OWNED,0
0,43154,43,hindu,tile,2,0,1,OWNED,0
1,43155,43,hindu,tile,3,2,1,OWNED,0
1,43156,43,hindu,tile,2,4,1,OWNED,1
1,43157,43,hindu,tile,4,1,1,OWNED,1
1,43158,43,hindu,tile,2,2,1,OWNED,0
0,43159,43,hindu,tile,2,2,1,OWNED,0
1,43160,43,hindu,tile,3,0,1,OWNED,0
0,43161,43,hindu,rcc,4,2,1,OWNED,0
0,43162,43,hindu,tile,2,1,1,OWNED,1
0,43163,43,hindu,tile,5,1,1,OWNED,0
1,43164,43,hindu,tile,4,1,1,OWNED,0
1,43165,43,hindu,tile,4,1,1,OWNED,0
0,43166,43,hindu,tile,3,1,1,OWNED,0
0,43167,43,hindu,tile,3,0,1,OWNED,0
0,43168,43,hindu,tile,1,0,1,OWNED,0
0,43169,43,hindu,tile,2,0,1,OWNED,1
1,43170,43,hindu,tile,3,3,1,OWNED,0
0,43171,43,hindu,tile,2,0,1,OWNED,0
1,43172,43,hindu,tile,2,2,1,OWNED,0
0,43173,43,hindu,tile,2,0,0,OWNED,0
1,43174,43,hindu,tile,3,2,1,OWNED,0
0,43175,43,hindu,tile,3,0,1,OWNED,0
0,43176,43,hindu,tile,4,1,1,OWNED,0
0,43177,43,hindu,tile,5,2,1,OWNED,0
0,43178,43,hindu,thatch,1,0,1,OWNED,0
0,43179,43,hindu,tile,4,1,1,OWNED,0
1,43180,43,hindu,tile,4,6,1,OWNED,0
0,43181,43,hindu,tile,1,1,1,OWNED,0
0,43182,43,hindu,tile,1,1,1,OWNED,0
0,43183,43,hindu,tile,1,0,1,OWNED,0
0,43184,43,hindu,tile,4,4,1,OWNED,0
0,43185,43,hindu,tile,2,1,1,OWNED,0
0,43186,43,hindu,tile,4,1,1,OWNED,0
0,43187,43,hindu,tile,1,1,1,OWNED,0
0,43188,43,hindu,tile,3,0,1,OWNED,0
0,43189,43,hindu,tile,3,1,1,OWNED,0
0,43190,43,hindu,tile,2,3,1,OWNED,0
0,43191,43,hindu,tile,2,0,1,OWNED,0
0,43192,43,hindu,tile,2,1,1,OWNED,0
0,43193,43,hindu,tile,4,1,1,OWNED,0
0,43194,43,hindu,tile,2,1,1,OWNED,0
0,43195,43,hindu,tile,3,0,1,OWNED,0
0,43196,43,hindu,tile,2,0,1,OWNED,0
0,43197,43,hindu,sheet,4,0,1,OWNED,0
0,43198,43,hindu,tile,2,0,1,OWNED,0
0,45001,45,hindu,other,2,2,1,OWNED,0
0,45002,45,hindu,other,2,2,1,OWNED,0
0,45003,45,hindu,other,2,2,0,OWNED,0
0,45004,45,hindu,tile,2,2,1,RENTED,0
0,45005,45,hindu,tile,1,0,0,OWNED,0
0,45006,45,hindu,rcc,2,0,1,OWNED,0
0,45007,45,hindu,tile,3,2,1,OWNED,0
0,45008,45,hindu,tile,3,3,1,OWNED,1
0,45009,45,hindu,tile,1,0,1,OWNED,0
1,45010,45,hindu,tile,1,0,1,RENTED,1
1,45011,45,hindu,tile,1,1,1,OWNED,0
0,45012,45,hindu,tile,4,3,1,RENTED,0
0,45013,45,hindu,tile,3,2,1,OWNED,0
1,45014,45,hindu,tile,1,0,1,OWNED,0
0,45015,45,hindu,tile,2,0,1,OWNED,0
0,45016,45,hindu,sheet,3,0,1,OWNED,0
0,45017,45,hindu,stone,3,3,0,OWNED,0
0,45018,45,hindu,stone,2,1,1,OWNED,0
0,45019,45,hindu,stone,2,2,1,OWNED,0
0,45020,45,hindu,tile,1,0,1,RENTED,0
0,45021,45,hindu,tile,2,0,1,OWNED,0
0,45022,45,hindu,sheet,4,3,1,OWNED,0
0,45023,45,hindu,rcc,1,0,1,OWNED,0
0,45024,45,hindu,tile,1,0,1,RENTED,0
0,45025,45,hindu,stone,4,4,1,OWNED,1
1,45026,45,hindu,tile,2,1,1,OWNED,0
0,45027,45,hindu,rcc,4,4,1,OWNED,0
1,45028,45,hindu,tile,1,0,1,OWNED,1
0,45029,45,hindu,rcc,2,7,1,OWNED,1
0,45030,45,hindu,rcc,3,1,1,OWNED,0
0,45031,45,hindu,tile,4,3,1,OWNED,0
0,45032,45,hindu,rcc,5,4,1,SHARE_OWNED,0
0,45033,45,hindu,sheet,4,4,1,OWNED,0
0,45034,45,hindu,tile,3,3,1,OWNED,0
0,45035,45,hindu,tile,2,0,1,OWNED,0
0,45036,45,hindu,tile,1,0,1,OWNED,0
0,45037,45,hindu,tile,1,0,1,OWNED,0
0,45038,45,hindu,stone,4,4,1,OWNED,0
1,45039,45,hindu,tile,2,0,1,OWNED,0
0,45040,45,hindu,stone,2,2,1,RENTED,0
0,45041,45,hindu,stone,2,2,1,OWNED,0
0,45042,45,hindu,rcc,2,2,1,OWNED,0
0,45043,45,hindu,sheet,2,1,1,OWNED,0
0,45044,45,hindu,sheet,2,1,1,OWNED,0
0,45045,45,hindu,thatch,2,1,1,OWNED,0
0,45046,45,hindu,thatch,2,1,1,OWNED,0
0,45047,45,hindu,rcc,2,0,1,OWNED,0
0,45048,45,hindu,tile,3,0,1,OWNED,0
0,45049,45,hindu,tile,3,0,1,OWNED,0
0,45050,45,hindu,tile,4,3,1,OWNED,0
0,45051,45,hindu,tile,2,2,1,OWNED,1
1,45052,45,hindu,tile,1,0,1,OWNED,0
0,45053,45,hindu,stone,3,3,1,OWNED,0
0,45054,45,hindu,stone,10,10,1,OWNED,1
0,45055,45,hindu,tile,1,0,1,OWNED,0
1,45056,45,hindu,tile,1,0,1,OWNED,0
1,45057,45,hindu,rcc,5,1,1,OWNED,0
0,45058,45,hindu,rcc,5,1,1,OWNED,0
0,45059,45,hindu,tile,1,0,1,OWNED,0
0,45060,45,hindu,rcc,4,4,1,OWNED,0
0,45061,45,hindu,tile,2,2,1,OWNED,0
0,45062,45,hindu,tile,2,0,1,OWNED,0
1,45063,45,hindu,tile,4,3,1,OWNED,0
0,45064,45,hindu,tile,2,2,1,OWNED,0
0,45065,45,hindu,tile,3,1,1,RENTED,0
0,45066,45,hindu,sheet,2,4,1,OWNED,0
0,45067,45,hindu,tile,3,3,1,OWNED,0
0,45068,45,hindu,tile,2,3,1,OWNED,0
0,45069,45,hindu,tile,2,2,1,OWNED,0
1,45070,45,hindu,rcc,4,0,1,OWNED,0
1,45071,45,hindu,sheet,2,0,0,OWNED,1
0,45072,45,hindu,tile,2,2,1,OWNED,0
0,45073,45,hindu,rcc,4,4,1,OWNED,1
1,45074,45,hindu,tile,2,0,1,OWNED,0
0,45075,45,hindu,tile,2,0,1,OWNED,0
0,45076,45,hindu,rcc,2,1,1,OWNED,0
0,45077,45,hindu,tile,1,1,1,OWNED,0
0,45078,45,hindu,thatch,4,3,1,OWNED,0
1,45079,45,hindu,tile,1,2,0,OWNED,0
0,45080,45,hindu,tile,1,2,0,OWNED,0
0,45081,45,hindu,tile,2,0,1,OWNED,0
0,45082,45,hindu,sheet,1,1,1,RENTED,0
0,45083,45,hindu,tile,2,2,1,OWNED,0
0,45084,45,hindu,tile,1,1,1,OWNED,0
1,45085,45,hindu,tile,1,0,1,OWNED,0
0,45086,45,hindu,tile,2,0,1,OWNED,0
1,45087,45,hindu,rcc,2,1,1,OWNED,0
1,45088,45,hindu,tile,1,0,1,OWNED,0
1,45089,45,hindu,sheet,2,0,1,OWNED,0
1,45090,45,hindu,tile,3,0,1,OWNED,0
1,45091,45,hindu,tile,3,0,1,OWNED,0
1,45092,45,hindu,tile,2,0,1,OWNED,0
0,45093,45,hindu,tile,1,0,1,OWNED,0
0,45094,45,hindu,tile,1,1,1,OWNED,0
0,45095,45,hindu,tile,4,0,1,OWNED,0
0,45096,45,hindu,tile,3,0,1,OWNED,0
1,45097,45,hindu,rcc,1,0,1,RENTED,0
0,45098,45,hindu,tile,2,0,1,OWNED,0
0,45099,45,hindu,tile,2,0,1,OWNED,0
0,45100,45,hindu,tile,3,0,1,OWNED,0
0,45101,45,hindu,sheet,3,1,1,OWNED,0
0,45102,45,hindu,tile,1,0,1,OWNED,0
0,45103,45,hindu,tile,2,1,1,OWNED,0
0,45104,45,hindu,tile,1,0,1,RENTED,0
1,45105,45,hindu,tile,2,0,1,OWNED,1
1,45106,45,hindu,tile,1,0,1,RENTED,0
0,45107,45,hindu,rcc,4,2,1,OWNED,0
1,45108,45,hindu,tile,2,0,1,OWNED,0
0,45109,45,hindu,stone,4,1,1,OWNED,1
0,45110,45,hindu,tile,1,1,1,OWNED,0
0,45111,45,hindu,thatch,2,2,1,OWNED,1
0,45112,45,hindu,rcc,2,1,1,OWNED,0
1,45113,45,hindu,rcc,2,1,1,OWNED,0
0,45114,45,hindu,rcc,2,1,1,OWNED,0
0,45115,45,hindu,tile,3,0,1,OWNED,0
0,45116,45,hindu,tile,2,0,1,OWNED,0
0,45117,45,hindu,tile,3,3,1,OWNED,0
0,45118,45,hindu,tile,2,0,1,OWNED,0
0,45119,45,hindu,tile,1,0,1,OWNED,0
0,45120,45,hindu,tile,1,1,1,OWNED,0
0,45121,45,hindu,tile,2,1,1,OWNED,0
0,45122,45,hindu,tile,1,1,1,OWNED,0
0,45123,45,hindu,tile,1,1,1,OWNED,1
0,45124,45,hindu,tile,1,0,0,OWNED,0
1,45125,45,hindu,tile,3,1,1,OWNED,0
0,45126,45,hindu,stone,6,6,1,OWNED,0
0,45127,45,hindu,tile,2,1,1,OWNED,0
0,45128,45,hindu,sheet,5,1,1,OWNED,0
0,45129,45,hindu,tile,2,0,1,OWNED,0
0,45130,45,hindu,tile,2,3,1,OWNED,0
0,45131,45,hindu,tile,1,0,1,OWNED,0
0,45132,45,hindu,sheet,1,0,1,RENTED,0
1,45133,45,hindu,sheet,1,0,1,RENTED,0
1,45134,45,hindu,rcc,3,4,1,OWNED,0
0,45135,45,hindu,rcc,3,3,1,OWNED,0
0,45136,45,hindu,tile,2,2,1,OWNED,0
0,45137,45,hindu,tile,1,1,1,OWNED,0
0,45138,45,hindu,tile,2,0,1,OWNED,1
0,45139,45,hindu,tile,3,0,1,OWNED,0
1,45140,45,hindu,tile,2,2,1,OWNED,0
0,45141,45,hindu,rcc,4,1,1,OWNED,0
0,45142,45,hindu,rcc,1,0,1,RENTED,0
0,45143,45,hindu,sheet,2,2,1,OWNED,0
0,45144,45,hindu,sheet,1,1,1,OWNED,0
1,45145,45,hindu,tile,1,6,1,OWNED,0
0,45146,45,hindu,rcc,3,0,1,OWNED,1
0,45147,45,hindu,tile,2,1,1,OWNED,0
0,45148,45,islam,tile,2,0,1,OWNED,0
1,45149,45,hindu,rcc,4,0,1,OWNED,1
0,45150,45,hindu,rcc,4,4,1,OWNED,0
1,45151,45,hindu,tile,2,0,1,OWNED,0
0,45152,45,hindu,rcc,2,0,1,OWNED,0
0,45153,45,hindu,rcc,3,1,1,OWNED,0
0,45154,45,hindu,tile,2,4,1,OWNED,0
0,45155,45,hindu,tile,1,4,1,OWNED,0
0,45156,45,hindu,rcc,2,1,1,OWNED,0
1,45157,45,hindu,rcc,2,1,1,OWNED,1
0,45158,45,hindu,tile,2,1,1,OWNED,1
1,45159,45,hindu,tile,2,0,1,OWNED,0
0,45160,45,hindu,sheet,2,2,1,OWNED,0
0,45161,45,hindu,tile,2,0,1,OWNED,0
0,45162,45,hindu,tile,1,0,1,OWNED,0
0,45163,45,hindu,rcc,4,0,1,OWNED,1
1,45164,45,hindu,stone,4,4,1,OWNED,0
0,45165,45,hindu,tile,3,4,1,OWNED,0
0,45166,45,hindu,sheet,2,0,1,OWNED,0
0,45167,45,islam,tile,2,2,1,OWNED,0
1,45168,45,hindu,tile,1,0,1,OWNED,0
0,45169,45,hindu,tile,1,12,1,OWNED,1
0,45170,45,hindu,tile,1,0,1,OWNED,0
0,45171,45,hindu,tile,1,0,1,OWNED,0
0,45172,45,hindu,tile,2,0,1,OWNED,0
1,45173,45,hindu,tile,2,0,1,OWNED,0
0,45174,45,hindu,tile,2,0,1,OWNED,0
0,45175,45,hindu,tile,2,0,1,OWNED,0
0,45176,45,hindu,tile,1,0,1,OWNED,0
0,45177,45,hindu,sheet,1,0,1,RENTED,0
0,45178,45,hindu,sheet,1,0,1,RENTED,0
0,45179,45,hindu,sheet,2,2,1,RENTED,0
0,45180,45,hindu,sheet,2,0,1,OWNED,1
0,45181,45,hindu,stone,1,1,1,OWNED,1
1,45182,45,hindu,tile,4,0,1,OWNED,0
0,45183,45,hindu,tile,1,0,1,OWNED,0
1,45184,45,hindu,rcc,3,1,1,OWNED,1
0,45185,45,hindu,rcc,2,0,1,RENTED,1
0,45186,45,hindu,tile,4,1,1,OWNED,0
0,45187,45,hindu,stone,1,1,1,OWNED,0
1,45188,45,hindu,stone,2,2,1,OWNED,1
1,45189,45,hindu,stone,0,2,0,OWNED,0
1,45190,45,hindu,rcc,3,4,1,OWNED,0
0,45191,45,hindu,stone,1,4,1,OWNED,0
0,45192,45,hindu,stone,1,2,1,OWNED,0
0,45193,45,hindu,sheet,4,0,1,OWNED,0
1,45194,45,hindu,sheet,3,1,0,OWNED,0
0,45195,45,hindu,sheet,4,2,1,OWNED,0
0,45196,45,hindu,sheet,1,0,1,OWNED,0
0,45197,45,hindu,sheet,2,0,1,RENTED,0
0,45198,45,hindu,sheet,4,1,1,OWNED,0
0,45199,45,hindu,sheet,3,0,1,OWNED,0
0,45200,45,hindu,tile,1,0,1,OWNED,0
0,45201,45,hindu,sheet,3,1,1,OWNED,0
0,45202,45,hindu,tile,1,0,1,OWNED,0
0,45203,45,hindu,sheet,1,1,1,OWNED,0
0,45204,45,hindu,sheet,3,4,1,OWNED,0
0,45205,45,hindu,sheet,2,3,1,RENTED,0
0,45206,45,hindu,stone,2,2,1,OWNED,0
0,45207,45,hindu,sheet,1,2,1,OWNED,0
0,45208,45,hindu,sheet,3,0,0,OWNED,1
0,45209,45,hindu,rcc,2,1,1,RENTED,0
0,45210,45,hindu,sheet,1,0,1,OWNED,0
0,45211,45,hindu,sheet,3,2,0,OWNED,0
0,45212,45,hindu,sheet,2,2,1,OWNED,0
0,45213,45,hindu,stone,1,1,0,OWNED,0
0,45214,45,hindu,sheet,3,0,1,OWNED,0
0,45215,45,hindu,sheet,3,2,1,RENTED,0
0,45216,45,hindu,sheet,2,0,1,OWNED,0
0,45217,45,hindu,sheet,2,0,1,OWNED,0
0,45218,45,hindu,sheet,2,3,1,OWNED,0
0,45219,45,hindu,stone,1,0,0,OWNED,0
0,45220,45,hindu,rcc,1,0,1,OWNED,0
1,45221,45,hindu,tile,2,1,1,OWNED,0
0,46001,46,islam,sheet,1,1,1,OWNED,0
0,46002,46,islam,stone,6,3,1,OWNED,0
0,46003,46,hindu,stone,4,4,1,OWNED,0
0,46004,46,hindu,tile,3,1,1,RENTED,0
0,46005,46,hindu,stone,2,0,1,OWNED,0
0,46006,46,hindu,tile,2,2,1,OWNED,0
0,46007,46,hindu,sheet,1,1,1,RENTED,0
0,46008,46,hindu,sheet,2,2,1,OWNED,1
0,46009,46,hindu,sheet,2,3,1,OWNED,0
0,46010,46,hindu,tile,4,0,1,OWNED,0
0,46011,46,hindu,tile,2,1,1,OWNED,1
0,46012,46,hindu,sheet,2,1,1,OWNED,0
1,46013,46,hindu,rcc,5,5,1,OWNED,1
0,46014,46,hindu,tile,2,2,1,RENTED,0
0,46015,46,hindu,sheet,3,1,1,OWNED,0
0,46016,46,hindu,sheet,3,1,1,OWNED,1
0,46017,46,hindu,tile,2,3,1,OWNED,0
0,46018,46,hindu,tile,1,1,1,OWNED,0
0,46019,46,hindu,tile,4,0,1,OWNED,0
0,46020,46,hindu,sheet,2,1,1,OWNED,1
0,46021,46,hindu,tile,3,0,1,OWNED,0
1,46022,46,islam,tile,2,1,1,RENTED,0
0,46023,46,hindu,tile,2,2,1,OWNED,0
0,46024,46,hindu,sheet,2,0,1,GOVERNMENT,0
0,46025,46,hindu,tile,2,0,1,OWNED,0
0,46026,46,hindu,sheet,2,0,1,OWNED,0
0,46027,46,hindu,tile,2,0,1,OWNED,0
0,46028,46,hindu,tile,1,0,0,OWNED,0
0,46029,46,hindu,tile,1,1,1,OWNED,0
0,46030,46,hindu,tile,1,0,1,RENTED,0
0,46031,46,hindu,rcc,3,1,1,OWNED,0
0,46032,46,hindu,sheet,2,1,1,OWNED,0
0,46033,46,hindu,tile,2,2,1,OWNED,1
0,46034,46,hindu,sheet,2,0,1,OWNED,1
1,46035,46,islam,tile,2,0,1,RENTED,0
0,46036,46,islam,tile,1,0,1,RENTED,0
0,46037,46,hindu,tile,2,0,1,OWNED,0
0,46038,46,hindu,tile,1,0,1,OWNED,0
0,46039,46,hindu,tile,2,3,1,OWNED,0
0,46040,46,hindu,sheet,1,0,1,OWNED,0
0,46041,46,hindu,tile,4,2,1,OWNED,0
1,46042,46,hindu,tile,3,2,1,OWNED,1
0,46043,46,islam,rcc,5,1,1,OWNED,0
0,46044,46,islam,stone,1,0,1,OWNED,0
0,46045,46,islam,stone,3,0,1,OWNED,0
0,46046,46,islam,stone,1,0,1,OWNED,0
0,46047,46,hindu,sheet,2,1,1,OWNED,0
0,46048,46,hindu,tile,3,0,1,OWNED,0
0,46049,46,islam,tile,2,3,1,OWNED,0
0,46050,46,islam,tile,2,0,1,OWNED,0
0,46051,46,islam,tile,2,0,1,GOVERNMENT,0
0,46052,46,hindu,tile,4,2,1,RENTED,0
0,46053,46,hindu,tile,1,1,1,OWNED,0
0,46054,46,hindu,tile,2,0,1,OWNED,0
0,46055,46,hindu,sheet,3,0,1,OWNED,0
0,46056,46,hindu,tile,1,0,1,OWNED,0
1,46057,46,islam,tile,2,1,1,OWNED,0
0,46058,46,islam,sheet,2,0,1,RENTED,0
0,46059,46,hindu,tile,4,1,1,OWNED,0
0,46060,46,hindu,rcc,4,2,1,OWNED,0
1,46061,46,hindu,tile,4,1,1,OWNED,1
0,46062,46,hindu,rcc,1,0,1,OWNED,0
0,46063,46,hindu,sheet,1,2,1,OWNED,0
0,46064,46,hindu,sheet,2,2,1,OWNED,0
0,46065,46,hindu,sheet,2,1,1,OWNED,0
0,46066,46,islam,tile,2,1,1,RENTED,0
0,46067,46,islam,tile,3,2,1,OWNED,0
0,46068,46,hindu,tile,3,0,1,OWNED,0
0,46069,46,hindu,stone,2,3,1,OWNED,0
1,46070,46,islam,tile,2,2,1,RENTED,0
0,46071,46,hindu,tile,2,0,1,OWNED,0
1,46072,46,hindu,tile,2,0,1,OWNED,0
0,46073,46,hindu,tile,1,2,1,OWNED,0
0,46074,46,hindu,tile,1,2,1,OWNED,0
0,46075,46,hindu,tile,2,0,0,RENTED,0
1,46076,46,hindu,sheet,3,0,1,GOVERNMENT,0
0,46077,46,hindu,rcc,2,1,1,OWNED,0
0,46078,46,islam,stone,3,1,1,OWNED,0
0,46079,46,islam,tile,3,1,1,OWNED,0
0,46080,46,islam,tile,2,1,1,OWNED,0
0,46081,46,islam,tile,3,0,1,RENTED,0
0,46082,46,islam,tile,4,1,1,OWNED,0
0,46083,46,islam,tile,2,0,1,OWNED,0
0,46084,46,islam,tile,3,0,1,OWNED,0
0,46085,46,islam,stone,2,0,1,OWNED,0
1,46086,46,islam,tile,2,0,1,OWNED,0
0,46087,46,islam,tile,4,1,1,OWNED,0
0,46088,46,islam,tile,2,2,1,OWNED,0
0,46089,46,islam,tile,2,2,1,OWNED,0
0,46090,46,islam,sheet,2,1,1,OWNED,0
0,46091,46,islam,sheet,2,0,1,OWNED,0
0,46092,46,islam,sheet,2,0,1,OWNED,0
0,46093,46,islam,tile,3,1,1,GOVERNMENT,0
0,46094,46,islam,rcc,4,2,1,OWNED,0
0,46095,46,islam,tile,3,1,1,RENTED,0
0,46096,46,islam,tile,1,1,1,OWNED,0
0,46097,46,islam,tile,1,1,1,OWNED,0
0,46098,46,islam,rcc,3,3,1,OWNED,0
0,46099,46,islam,rcc,6,2,1,OWNED,1
0,46100,46,islam,tile,1,0,0,OWNED,0
0,46101,46,islam,sheet,3,0,1,RENTED,0
0,46102,46,islam,sheet,4,2,1,OWNED,0
0,46103,46,islam,sheet,1,1,1,RENTED,0
0,46104,46,islam,tile,1,1,1,OWNED,0
0,46105,46,islam,sheet,2,0,1,RENTED,0
0,46106,46,islam,sheet,3,1,1,OWNED,0
1,46107,46,islam,rcc,3,2,1,OWNED,1
1,46108,46,islam,tile,3,1,1,OWNED,0
0,46109,46,islam,stone,3,1,1,SHARE_OWNED,0
1,46110,46,islam,sheet,2,0,1,RENTED,0
1,46111,46,islam,tile,2,1,1,OWNED,0
1,46112,46,islam,tile,2,0,1,RENTED,0
0,46113,46,islam,rcc,2,3,1,OWNED,1
1,46114,46,hindu,tile,2,1,1,OWNED,0
0,46115,46,hindu,stone,2,2,1,OWNED,0
0,46116,46,hindu,sheet,2,1,1,OWNED,0
0,46117,46,hindu,tile,2,0,1,OWNED,1
1,46118,46,hindu,rcc,2,4,1,OWNED,0
0,46119,46,hindu,rcc,3,1,1,OWNED,0
0,46120,46,islam,tile,2,2,1,RENTED,0
0,46121,46,islam,rcc,4,4,1,OWNED,0
0,46122,46,islam,rcc,4,2,1,OWNED,0
0,46123,46,islam,sheet,2,2,1,RENTED,0
0,46124,46,islam,rcc,2,3,1,OWNED,0
0,46125,46,islam,sheet,4,2,1,GOVERNMENT,0
0,46126,46,islam,rcc,6,4,1,OWNED,0
0,46127,46,islam,sheet,4,4,1,RENTED,0
0,46128,46,islam,rcc,3,2,1,OWNED,0
0,46129,46,hindu,sheet,4,4,1,RENTED,1
0,46130,46,islam,rcc,3,2,1,OWNED,0
0,46131,46,hindu,sheet,3,1,1,OWNED,0
0,46133,46,hindu,sheet,4,1,1,OWNED,0
0,46134,46,islam,sheet,2,2,1,RENTED,0
0,46135,46,hindu,rcc,6,2,1,OWNED,0
0,46136,46,islam,sheet,3,1,1,OWNED,0
0,46137,46,hindu,sheet,1,3,1,OWNED,0
