CS_PropertyID,cluster,size,empl_gr,Rent,leasing_rate,stories,age,renovated,class_a,class_b,LEED,Energystar,green_rating,net,amenities,cd_total_07,hd_total07,total_dd_07,Precipitation,Gas_Costs,Electricity_Costs,cluster_rent
249263,517,507000,2.38,42,100,21,17,0,1,0,0,1,1,0,0,684,1419,2103,22.71,0.0103,0.0378,30
26990,517,34500,2.38,27,100,4,24,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,30
248787,517,96000,2.38,30,33.44,7,31,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,30
249186,517,212206,2.38,33.38,84.89,14,25,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,30
249437,518,101121,2.38,42,96.48,5,39,1,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,44.4
249452,518,32535,2.38,27,92.8,3,47,1,0,1,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,44.4
249458,518,88302,2.38,34.2,93.82,7,44,1,1,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,44.4
27225,518,44253,2.38,42,81.41,5,50,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,44.4
249460,518,49006,2.38,46.8,90.18,3,18,0,1,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,44.4
5335788,518,27679,2.38,53.79,100,6,66,0,0,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,44.4
468241,518,4400,2.38,54,100,1,55,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,44.4
249463,518,108452,2.38,58.5,100,3,18,0,1,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,44.4
470587,519,1545008,2.44,42.09,87.96,76,22,0,1,0,0,1,1,0,1,196,4783,4979,45.55,0.0118,0.0194,26.03
470450,519,20004,2.44,5.82,52.22,3,107,0,0,0,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,26.03
470429,519,57630,2.44,17.15,81.38,7,100,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,26.03
470753,519,199076,2.44,19.5,91.89,21,6,0,1,0,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,26.03
470510,519,27790,2.44,20,94.45,2,35,1,0,1,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,26.03
470530,519,22980,2.44,20.64,82.92,7,97,1,0,1,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,26.03
470559,519,97249,2.44,22,97.27,17,96,1,0,1,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,26.03
470582,519,77553,2.44,22.1,97.96,7,118,1,0,1,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,26.03
528019,519,14519,2.44,24,55.7,4,101,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,26.03
470442,519,54270,2.44,24.79,45.39,6,117,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,26.03
470570,519,171305,2.44,25.06,93.1,8,99,1,0,1,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,26.03
470741,519,233000,2.44,27,90.46,13,54,1,1,0,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,26.03
470547,519,247161,2.44,27.41,93.44,17,48,1,1,0,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,26.03
470536,519,256481,2.44,29,91.38,38,93,1,1,0,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,26.03
470589,519,1055547,2.44,30,99.99,62,17,0,1,0,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,26.03
42050,519,123673,2.44,30.89,86.33,23,36,0,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,26.03
470540,519,746510,2.44,32.03,97.26,41,38,1,1,0,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,26.03
470565,519,313380,2.44,32.68,86.17,15,84,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,26.03
470562,519,295515,2.44,34.5,67.44,22,77,1,0,1,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,26.03
470573,519,536356,2.44,34.84,34.02,41,34,0,1,0,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,26.03
291230,520,106475,2.38,42.15,100,5,7,0,1,0,0,1,1,0,0,684,1419,2103,22.71,0.0103,0.0378,28.125
279465,520,35085,2.38,25.74,100,2,29,1,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,28.125
279786,520,20806,2.38,25.8,72.55,2,28,0,0,1,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,28.125
279467,520,30027,2.38,26.4,87.35,2,33,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,28.125
280743,520,17878,2.38,26.4,100,2,33,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,28.125
120180,520,37738,2.38,27,93.82,3,28,1,0,1,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,28.125
279782,520,24592,2.38,27,97.65,2,28,0,0,1,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,28.125
279788,520,24960,2.38,27.65,94.22,2,28,0,0,1,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,28.125
279354,520,25771,2.38,28.6,97.66,2,32,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,28.125
279469,520,202031,2.38,33.52,97.1,10,26,1,0,1,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,28.125
279348,520,317153,2.38,35.25,98.25,6,16,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,28.125
280322,520,55010,2.38,36,88.68,4,20,1,1,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,28.125
279405,520,82007,2.38,37.2,83.02,6,35,1,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,28.125
288096,520,186724,2.38,38.4,100,10,28,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,28.125
320974,521,98548,1.97,42.22,89.8,8,24,0,0,1,0,1,1,0,0,130,2739,2869,22.71,0.0103,0.0378,35
321131,521,18908,1.97,15,82.02,3,100,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
321737,521,173105,1.97,15,100,5,100,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320592,521,57772,1.97,19.92,100,3,154,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320392,521,24100,1.97,21.98,12.45,3,81,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320726,521,216000,1.97,23,100,12,67,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320867,521,20784,1.97,24,81.42,4,107,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320513,521,65604,1.97,25.72,61.89,4,98,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320733,521,72000,1.97,26.5,100,10,99,1,0,1,0,0,0,0,1,130,2739,2869,22.71,0.01029615,0.037807737,35
321328,521,15000,1.97,27.96,0,2,101,0,0,0,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
4204072,521,2400,1.97,30,66.67,3,100,0,0,0,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320444,521,313012,1.97,31.05,94.39,23,21,0,1,0,0,0,0,0,1,130,2739,2869,22.71,0.01029615,0.037807737,35
320749,521,74325,1.97,31.31,89.99,5,24,0,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320847,521,19600,1.97,31.5,85.71,6,82,1,0,0,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320439,521,106000,1.97,31.99,92.2,11,94,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320742,521,30000,1.97,32,90.88,4,83,1,0,1,0,0,0,0,1,130,2739,2869,22.71,0.01029615,0.037807737,35
320750,521,22664,1.97,32,76.62,6,80,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320453,521,42839,1.97,34,76.34,6,22,0,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320434,521,711000,1.97,34.18,95.71,48,21,0,1,0,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320432,521,89927,1.97,34.5,88.46,11,85,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320362,521,151942,1.97,35,92.76,7,83,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320845,521,51086,1.97,35,79.3,16,81,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
321018,521,18360,1.97,35,26.6,4,100,1,0,0,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320799,521,18021,1.97,35.14,66.12,7,79,1,0,0,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320441,521,265363,1.97,35.2,98.2,16,104,0,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320428,521,51051,1.97,36.14,95.36,6,93,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320426,521,240546,1.97,38,88.38,17,27,0,1,0,0,0,0,0,1,130,2739,2869,22.71,0.01029615,0.037807737,35
6175205,521,2378,1.97,39,42.05,2,54,0,0,0,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320364,521,27000,1.97,39.74,34.92,3,100,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320744,521,34104,1.97,40,64.58,5,22,0,0,1,0,0,0,0,1,130,2739,2869,22.71,0.01029615,0.037807737,35
320855,521,180291,1.97,41.21,90.16,20,27,0,1,0,0,0,0,0,1,130,2739,2869,22.71,0.01029615,0.037807737,35
320431,521,51376,1.97,42,100,11,99,1,0,1,0,0,0,0,1,130,2739,2869,22.71,0.01029615,0.037807737,35
320445,521,322362,1.97,45,97.51,20,17,0,1,0,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
320609,521,196630,1.97,45,51.21,10,50,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
48100,521,273084,1.97,50.04,85.21,13,48,1,1,0,0,0,0,0,1,130,2739,2869,22.71,0.01029615,0.037807737,35
320469,521,818711,1.97,50.67,90.95,41,36,0,1,0,0,0,0,0,1,130,2739,2869,22.71,0.01029615,0.037807737,35
320735,521,499215,1.97,51.09,94.58,48,35,0,1,0,0,0,0,0,1,130,2739,2869,22.71,0.01029615,0.037807737,35
320738,521,11150,1.97,56.4,90.47,3,102,0,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,35
44565,521,137011,1.97,68.21,96.88,16,40,0,0,1,0,0,0,0,1,130,2739,2869,22.71,0.01029615,0.037807737,35
693241,522,310741,0.97,42.5,44.94,12,1,0,1,0,1,0,1,0,0,1813,3904,5717,46.51,0.0123,0.0182,33.29
137339,522,134297,0.97,27.5,87.35,12,25,0,0,1,0,0,0,0,0,1813,3904,5717,46.51,0.012300099,0.018200469,33.29
137389,522,193336,0.97,29.5,90.25,12,22,0,1,0,0,0,0,0,0,1813,3904,5717,46.51,0.012300099,0.018200469,33.29
137408,522,162987,0.97,32.5,0.62,10,17,0,1,0,0,0,0,0,0,1813,3904,5717,46.51,0.012300099,0.018200469,33.29
137338,522,243683,0.97,33.29,69.41,13,31,0,0,1,0,0,0,0,1,1813,3904,5717,46.51,0.012300099,0.018200469,33.29
137329,522,163627,0.97,35,100,10,17,0,1,0,0,0,0,0,0,1813,3904,5717,46.51,0.012300099,0.018200469,33.29
137337,522,377846,0.97,35.57,46.92,13,31,0,0,1,0,0,0,0,1,1813,3904,5717,46.51,0.012300099,0.018200469,33.29
470527,523,1126428,2.44,42.5,98.68,56,18,0,1,0,0,1,1,0,1,196,4783,4979,45.55,0.0118,0.0194,27.27
470780,523,80000,2.44,6,50,4,77,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
533888,523,37300,2.44,15,85.72,5,100,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470734,523,80000,2.44,17.5,75,19,11,0,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
614445,523,12000,2.44,18,73.86,2,20,0,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470748,523,99688,2.44,19,78.73,4,86,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470847,523,149882,2.44,20,100,5,34,1,1,0,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470556,523,98699,2.44,21,85.75,10,98,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470584,523,368000,2.44,21,98.25,29,23,1,1,0,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470569,523,39940,2.44,21.6,67.8,8,89,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470550,523,115400,2.44,22,94.79,10,79,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470654,523,35880,2.44,22.63,76.79,6,100,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470535,523,124136,2.44,23.89,82.8,14,78,1,0,1,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470563,523,51179,2.44,24,47.95,8,87,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470576,523,115442,2.44,24.36,92.12,15,79,1,0,1,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470580,523,82491,2.44,25.29,76.65,10,79,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
1504822,523,97720,2.44,26,100,6,81,0,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470526,523,1079013,2.44,26.66,97.62,54,19,0,1,0,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470531,523,369996,2.44,27.07,87.58,25,19,0,1,0,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470554,523,113927,2.44,27.27,92.45,10,48,1,0,1,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470538,523,161412,2.44,27.79,77.34,27,78,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470508,523,150055,2.44,28.24,91.18,13,86,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470588,523,755000,2.44,29.55,93.09,30,21,0,1,0,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470541,523,60299,2.44,30.61,100,10,98,0,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470537,523,85414,2.44,32,74.73,8,81,0,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470558,523,225000,2.44,32.61,86.88,20,43,1,1,0,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470561,523,277996,2.44,33.41,78.38,28,35,0,1,0,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470542,523,507355,2.44,33.54,95.57,40,30,0,1,0,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
508155,523,239406,2.44,34.5,91,18,82,1,0,1,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470503,523,932437,2.44,34.94,98.48,44,18,0,1,0,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,27.27
473285,523,52000,2.44,35,100,4,93,1,1,0,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470760,523,309400,2.44,36,94.09,22,7,0,1,0,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470534,523,218533,2.44,36.64,95.42,21,47,0,1,0,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470579,523,37800,2.44,39.35,89.01,10,82,0,0,0,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470555,523,74330,2.44,45,97.98,3,83,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
760963,523,8640,2.44,61,72.29,1,66,1,0,0,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
470506,523,83160,2.44,75,97.92,6,22,0,1,0,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,27.27
247365,524,331494,2.38,42.89,90.66,19,23,0,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,40.665
247390,524,484154,2.38,31.97,71.5,21,37,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665
27050,524,50000,2.38,33,95.6,4,42,1,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,40.665
247517,524,1124719,2.38,33,91.85,44,32,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665
247343,524,280500,2.38,36,91.75,14,44,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665
247386,524,311400,2.38,39.33,98.16,15,37,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665
254039,524,12000,2.38,42,56.67,3,16,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,40.665
42171,524,450000,2.38,48,97.5,23,25,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665
247400,524,492139,2.38,49.69,96.33,20,39,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665
42172,524,824106,2.38,91.04,98.5,39,17,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665
348678,525,275352,0.97,43,93.83,7,6,0,1,0,0,1,1,0,1,1813,3904,5717,45.73,0.0145,0.0327,43
596589,525,297922,0.97,43,99.55,10,4,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,43
57,525,190633,0.97,46,0.31,10,0,0,1,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,43
694938,526,731852,0.95,43.71,99.32,28,2,0,1,0,1,0,1,0,1,1360,4645,6005,47.68,0.0141,0.0262,30.355
300622,526,302541,0.95,17,99.27,4,86,1,0,0,0,0,0,0,1,1360,4645,6005,47.68,0.014116486,0.026201641,30.355
246934,527,328331,2.38,45,100,24,21,0,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,47.015
252361,527,6144,2.38,30,100,2,52,0,0,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,47.015
246950,527,26500,2.38,49.03,100,3,17,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,47.015
83684,527,79490,2.38,53.33,97.58,11,29,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,47.015
246975,528,289873,2.38,45,97.93,14,23,0,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,39
247478,528,6600,2.38,31.22,72.73,2,42,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,39
246995,528,33600,2.38,33,100,3,30,0,0,1,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,39
246972,528,343421,2.38,50.98,97.89,19,22,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,39
249446,529,93086,2.38,45,99.4,9,46,1,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,48.75
1334254,529,7000,2.38,39.36,58.57,2,72,0,0,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,48.75
249445,529,55000,2.38,52.5,89.68,3,39,0,1,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,48.75
249442,529,295693,2.38,67.08,98.69,13,43,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,48.75
249453,530,151110,2.38,45,98.25,11,46,1,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,48.75
1334254,530,7000,2.38,39.36,58.57,2,72,0,0,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,48.75
249445,530,55000,2.38,52.5,89.68,3,39,0,1,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,48.75
249442,530,295693,2.38,67.08,98.69,13,43,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,48.75
379520,531,677667,2.22,45.1,96.63,32,21,0,1,0,0,1,1,0,1,4988,58,5046,42.57,0.0137,0.029,35.755
379509,531,200000,2.22,25.4,91.03,11,34,1,0,1,0,0,0,0,1,4988,58,5046,42.57,0.013731491,0.029044549,35.755
15438,531,88000,2.22,25.5,88.88,9,26,0,0,1,0,0,0,0,1,4988,58,5046,42.57,0.013731491,0.029044549,35.755
379526,531,286822,2.22,33.75,95.38,13,27,1,0,1,0,0,0,0,1,4988,58,5046,42.57,0.013731491,0.029044549,35.755
379537,531,100425,2.22,34.51,96.97,13,26,0,0,1,0,0,0,0,1,4988,58,5046,42.57,0.013731491,0.029044549,35.755
379545,531,104271,2.22,37,69.9,11,34,0,0,1,0,0,0,0,1,4988,58,5046,42.57,0.013731491,0.029044549,35.755
379533,531,415150,2.22,39.27,88.74,28,22,0,1,0,0,0,0,0,1,4988,58,5046,42.57,0.013731491,0.029044549,35.755
379529,531,208325,2.22,40.16,78.69,15,26,1,0,1,0,0,0,0,1,4988,58,5046,42.57,0.013731491,0.029044549,35.755
129218,532,591840,0.97,45.25,94.09,12,17,0,1,0,0,1,1,0,1,1813,3904,5717,45.73,0.0145,0.0327,40
790208,532,11822,0.97,23.5,0,2,101,0,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40
129279,532,51153,0.97,25,93.82,12,22,0,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40
129892,532,20000,0.97,27,87.5,9,68,0,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40
1134116,532,3546,0.97,27.52,52.06,2,107,1,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40
129658,532,27811,0.97,30.05,94.92,8,81,1,0,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
130437,532,9500,0.97,32,63.16,3,62,0,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40
129220,532,65297,0.97,34.49,99.03,14,51,1,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40
130157,532,9496,0.97,35,0.01,3,48,1,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40
129419,532,73893,0.97,35.42,97.21,12,43,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
129248,532,149568,0.97,36.18,96.31,12,27,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
41201,532,40459,0.97,36.39,58.38,7,102,0,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40
129233,532,413003,0.97,36.51,98.85,13,20,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
129530,532,114801,0.97,37,100,12,44,1,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40
129531,532,44258,0.97,37.5,90.79,11,86,1,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
129213,532,71489,0.97,38,91.16,11,24,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
129270,532,80403,0.97,38,93.63,15,53,0,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40
129277,532,239174,0.97,38.72,24.4,12,19,0,1,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40
129226,532,278772,0.97,38.97,91.16,12,25,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
129282,532,205319,0.97,39.08,83.68,12,38,0,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40
723164,532,74028,0.97,39.19,47.55,12,1,0,1,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40
129280,532,170000,0.97,39.39,71.49,12,34,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
129586,532,40000,0.97,39.5,93.41,12,89,1,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40
129207,532,269000,0.97,40,100,12,6,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
129896,532,269626,0.97,40,96.77,12,3,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
129428,532,225000,0.97,40.49,96.07,12,21,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
129283,532,123000,0.97,41,100,12,44,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
129529,532,67997,0.97,41.38,97.51,11,81,0,0,0,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40
129528,532,78470,0.97,41.45,86.66,12,57,1,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
130461,532,348629,0.97,41.51,99.19,12,15,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
129234,532,105836,0.97,41.91,98.58,12,20,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
129221,532,60321,0.97,42,100,11,21,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
129227,532,79294,0.97,42,96.61,12,21,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
129272,532,120276,0.97,42.23,96.85,14,26,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
753213,532,310748,0.97,42.79,33.19,10,1,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
129236,532,190643,0.97,43.74,95.92,12,24,0,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
130253,532,216192,0.97,44.06,100,12,15,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
129250,532,174589,0.97,44.75,69.56,12,25,0,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40
129252,532,444235,0.97,45,100,12,26,0,0,1,0,0,0,0,0,1813,3904,5717,45.73,0.014481737,0.032737397,40
129748,532,381068,0.97,45,97.16,12,6,0,1,0,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
129251,532,298207,0.97,46.09,69.81,12,27,1,0,1,0,0,0,0,1,1813,3904,5717,45.73,0.014481737,0.032737397,40
