"partner","year","partner_name","product","product_name","partner_report_export","US_report_import","pop2000","region","govthonesty","distcap","gdppcus2000","met"
"KOR",1998,"Korea, Rep.","950291","Parts and accessories :-- Garments",106.576,170.195,47008110,4,0.0426588803529739,11185.974609375,511658500000,2
"KOR",1998,"Korea, Rep.","950320","Reduced-size (""scale"") model assemb",1517.861,3572.863,47008110,4,0.0426588803529739,11185.974609375,511658500000,2
"KOR",1998,"Korea, Rep.","950349","Toys representing animals or non-hu",1965.354,372.914,47008110,4,0.0426588803529739,11185.974609375,511658500000,2
"KOR",1998,"Korea, Rep.","950341","Toys representing animals or non-hu",7742.147,11587.19,47008110,4,0.0426588803529739,11185.974609375,511658500000,2
"KOR",1999,"Korea, Rep.","950299","Parts and accessories :-- Other",18.201,255.679,47008110,4,0.184085607528687,11185.974609375,511658500000,2
"KOR",1999,"Korea, Rep.","950341","Toys representing animals or non-hu",5338.378,5288.527,47008110,4,0.184085607528687,11185.974609375,511658500000,2
"KOR",1999,"Korea, Rep.","950349","Toys representing animals or non-hu",2786.955,4033.791,47008110,4,0.184085607528687,11185.974609375,511658500000,2
"KOR",1999,"Korea, Rep.","950320","Reduced-size (""scale"") model assemb",1122.528,1831.393,47008110,4,0.184085607528687,11185.974609375,511658500000,2
"KOR",1999,"Korea, Rep.","950291","Parts and accessories :-- Garments",391.947,310.074,47008110,4,0.184085607528687,11185.974609375,511658500000,2
"KOR",1999,"Korea, Rep.","950330","Other construction sets and constru",293.553,1770.166,47008110,4,0.184085607528687,11185.974609375,511658500000,2
"KOR",1999,"Korea, Rep.","950310","Electric trains, including tracks,",27894.488,22688.854,47008110,4,0.184085607528687,11185.974609375,511658500000,2
"KOR",2000,"Korea, Rep.","950291","Parts and accessories :-- Garments",132.481,118.492,47008110,4,0.325512319803238,11185.974609375,511658500000,2
"KOR",2000,"Korea, Rep.","950320","Reduced-size (""scale"") model assemb",1531.26,1076.486,47008110,4,0.325512319803238,11185.974609375,511658500000,2
"KOR",2000,"Korea, Rep.","950341","Toys representing animals or non-hu",3464.892,2848.999,47008110,4,0.325512319803238,11185.974609375,511658500000,2
"KOR",2000,"Korea, Rep.","950310","Electric trains, including tracks,",34550.672,31301.016,47008110,4,0.325512319803238,11185.974609375,511658500000,2
"KOR",2000,"Korea, Rep.","950299","Parts and accessories :-- Other",5.827,118.231,47008110,4,0.325512319803238,11185.974609375,511658500000,2
"KOR",2000,"Korea, Rep.","950330","Other construction sets and constru",330.556,1495.081,47008110,4,0.325512319803238,11185.974609375,511658500000,2
"KOR",2000,"Korea, Rep.","950349","Toys representing animals or non-hu",2517.516,4102.201,47008110,4,0.325512319803238,11185.974609375,511658500000,2
"KOR",2001,"Korea, Rep.","950330","Other construction sets and constru",1102.025,2116.766,47008110,4,0.329371213912964,11185.974609375,511658500000,2
"KOR",2001,"Korea, Rep.","950320","Reduced-size (""scale"") model assemb",1749.427,1779.378,47008110,4,0.329371213912964,11185.974609375,511658500000,2
"KOR",2001,"Korea, Rep.","950349","Toys representing animals or non-hu",806.124,320.772,47008110,4,0.329371213912964,11185.974609375,511658500000,2
"KOR",2001,"Korea, Rep.","950341","Toys representing animals or non-hu",872.565,3787.672,47008110,4,0.329371213912964,11185.974609375,511658500000,2
"KOR",2001,"Korea, Rep.","950310","Electric trains, including tracks,",30616.312,31653.36,47008110,4,0.329371213912964,11185.974609375,511658500000,2
"KOR",2001,"Korea, Rep.","950299","Parts and accessories :-- Other",31.807,52.835,47008110,4,0.329371213912964,11185.974609375,511658500000,2
"KOR",2001,"Korea, Rep.","950291","Parts and accessories :-- Garments",56.113,46.304,47008110,4,0.329371213912964,11185.974609375,511658500000,2
"KOR",2002,"Korea, Rep.","950341","Toys representing animals or non-hu",427.226,2656.229,47008110,4,0.33323010802269,11185.974609375,511658500000,2
"KOR",2002,"Korea, Rep.","950349","Toys representing animals or non-hu",861.877,1616.739,47008110,4,0.33323010802269,11185.974609375,511658500000,2
"KOR",2002,"Korea, Rep.","950310","Electric trains, including tracks,",21650.436,21757.554,47008110,4,0.33323010802269,11185.974609375,511658500000,2
"KOR",2002,"Korea, Rep.","950291","Parts and accessories :-- Garments",34.677,43.835,47008110,4,0.33323010802269,11185.974609375,511658500000,2
"KOR",2002,"Korea, Rep.","950299","Parts and accessories :-- Other",10.228,86.192,47008110,4,0.33323010802269,11185.974609375,511658500000,2
"KOR",2002,"Korea, Rep.","950320","Reduced-size (""scale"") model assemb",1590.679,1568.687,47008110,4,0.33323010802269,11185.974609375,511658500000,2
"KOR",2002,"Korea, Rep.","950330","Other construction sets and constru",1567.002,2052.819,47008110,4,0.33323010802269,11185.974609375,511658500000,2
"KOR",2003,"Korea, Rep.","950330","Other construction sets and constru",1787.086,1650.689,47008110,4,0.298467755317688,11185.974609375,511658500000,2
"KOR",2003,"Korea, Rep.","950299","Parts and accessories :-- Other",0,63.901,47008110,4,0.298467755317688,11185.974609375,511658500000,2
"KOR",2003,"Korea, Rep.","950320","Reduced-size (""scale"") model assemb",1294.924,1896.522,47008110,4,0.298467755317688,11185.974609375,511658500000,2
"KOR",2003,"Korea, Rep.","950291","Parts and accessories :-- Garments",48.449,77.858,47008110,4,0.298467755317688,11185.974609375,511658500000,2
"KOR",2003,"Korea, Rep.","950341","Toys representing animals or non-hu",728.857,7281.078,47008110,4,0.298467755317688,11185.974609375,511658500000,2
"KOR",2003,"Korea, Rep.","950349","Toys representing animals or non-hu",828.316,481.87,47008110,4,0.298467755317688,11185.974609375,511658500000,2
"KOR",2003,"Korea, Rep.","950310","Electric trains, including tracks,",24923.712,26057.602,47008110,4,0.298467755317688,11185.974609375,511658500000,2
"KOR",2004,"Korea, Rep.","950291","Parts and accessories :-- Garments",4.925,7.378,47008110,4,0.123727723956108,11185.974609375,511658500000,2
"KOR",2004,"Korea, Rep.","950320","Reduced-size (""scale"") model assemb",1956.091,2550.669,47008110,4,0.123727723956108,11185.974609375,511658500000,2
"KOR",2004,"Korea, Rep.","950310","Electric trains, including tracks,",20356.141,22599.048,47008110,4,0.123727723956108,11185.974609375,511658500000,2
"KOR",2004,"Korea, Rep.","950349","Toys representing animals or non-hu",1485.36,605.666,47008110,4,0.123727723956108,11185.974609375,511658500000,2
"KOR",2004,"Korea, Rep.","950330","Other construction sets and constru",2574.775,3223.35,47008110,4,0.123727723956108,11185.974609375,511658500000,2
"KOR",2004,"Korea, Rep.","950299","Parts and accessories :-- Other",20.598,12.922,47008110,4,0.123727723956108,11185.974609375,511658500000,2
"KOR",2004,"Korea, Rep.","950341","Toys representing animals or non-hu",107.08,3334.407,47008110,4,0.123727723956108,11185.974609375,511658500000,2
"KOR",2005,"Korea, Rep.","950330","Other construction sets and constru",1981.942,2444.079,47008110,4,0.466609925031662,11185.974609375,511658500000,2
"KOR",2005,"Korea, Rep.","950299","Parts and accessories :-- Other",21.546,34.654,47008110,4,0.466609925031662,11185.974609375,511658500000,2
"KOR",2005,"Korea, Rep.","950320","Reduced-size (""scale"") model assemb",1504.171,1824.403,47008110,4,0.466609925031662,11185.974609375,511658500000,2
"KOR",2005,"Korea, Rep.","950349","Toys representing animals or non-hu",555.931,694.281,47008110,4,0.466609925031662,11185.974609375,511658500000,2
"KOR",2005,"Korea, Rep.","950291","Parts and accessories :-- Garments",16.208,33.533,47008110,4,0.466609925031662,11185.974609375,511658500000,2
"KOR",2005,"Korea, Rep.","950341","Toys representing animals or non-hu",122.803,1971.848,47008110,4,0.466609925031662,11185.974609375,511658500000,2
"KOR",2005,"Korea, Rep.","950310","Electric trains, including tracks,",15724.452,15611.559,47008110,4,0.466609925031662,11185.974609375,511658500000,2
"KWT",2003,"Kuwait","950320","Reduced-size (""scale"") model assemb",0,1.59,2190000,7,0.83230596780777,10539.892578125,37718010000,0
"LBN",1999,"Lebanon","950341","Toys representing animals or non-hu",0,0.811,3397859,7,-0.48061603307724,9363.5234375,16678610000,0.600000023841858
"LBN",2000,"Lebanon","950341","Toys representing animals or non-hu",6.49,0,3397859,7,-0.574355900287628,9363.5234375,16678610000,0.600000023841858
"LBN",2001,"Lebanon","950299","Parts and accessories :-- Other",1.751,0,3397859,7,-0.48569530248642,9363.5234375,16678610000,0.600000023841858
"LKA",1996,"Sri Lanka","950320","Reduced-size (""scale"") model assemb",0,0.929,19359000,4,-0.229736819863319,14406.1552734375,16331870000,0
"LKA",1996,"Sri Lanka","950341","Toys representing animals or non-hu",0,17561.16,19359000,4,-0.229736819863319,14406.1552734375,16331870000,0
"LKA",1996,"Sri Lanka","950349","Toys representing animals or non-hu",0,692.441,19359000,4,-0.229736819863319,14406.1552734375,16331870000,0
"LKA",1996,"Sri Lanka","950330","Other construction sets and constru",0,10.727,19359000,4,-0.229736819863319,14406.1552734375,16331870000,0
"LKA",1997,"Sri Lanka","950349","Toys representing animals or non-hu",0,238.658,19359000,4,-0.266417503356934,14406.1552734375,16331870000,0
"LKA",1997,"Sri Lanka","950341","Toys representing animals or non-hu",0,12511.848,19359000,4,-0.266417503356934,14406.1552734375,16331870000,0
"LKA",1997,"Sri Lanka","950320","Reduced-size (""scale"") model assemb",0,5.854,19359000,4,-0.266417503356934,14406.1552734375,16331870000,0
"LKA",1997,"Sri Lanka","950330","Other construction sets and constru",0,14.82,19359000,4,-0.266417503356934,14406.1552734375,16331870000,0
"LKA",1998,"Sri Lanka","950291","Parts and accessories :-- Garments",0,100.541,19359000,4,-0.303098201751709,14406.1552734375,16331870000,0
"LKA",1998,"Sri Lanka","950310","Electric trains, including tracks,",0,13.32,19359000,4,-0.303098201751709,14406.1552734375,16331870000,0
"LKA",1998,"Sri Lanka","950341","Toys representing animals or non-hu",0,8327.276,19359000,4,-0.303098201751709,14406.1552734375,16331870000,0
"LKA",1998,"Sri Lanka","950349","Toys representing animals or non-hu",0,2358.218,19359000,4,-0.303098201751709,14406.1552734375,16331870000,0
"LKA",1999,"Sri Lanka","950291","Parts and accessories :-- Garments",2.619,78.104,19359000,4,-0.232266515493393,14406.1552734375,16331870000,0
"LKA",1999,"Sri Lanka","950341","Toys representing animals or non-hu",16238.691,5561.022,19359000,4,-0.232266515493393,14406.1552734375,16331870000,0
"LKA",1999,"Sri Lanka","950349","Toys representing animals or non-hu",264.381,3812.528,19359000,4,-0.232266515493393,14406.1552734375,16331870000,0
"LKA",1999,"Sri Lanka","950330","Other construction sets and constru",1.165,2.083,19359000,4,-0.232266515493393,14406.1552734375,16331870000,0
"LKA",1999,"Sri Lanka","950299","Parts and accessories :-- Other",60.247,21.423,19359000,4,-0.232266515493393,14406.1552734375,16331870000,0
"LKA",2000,"Sri Lanka","950341","Toys representing animals or non-hu",0,3536.185,19359000,4,-0.161434829235077,14406.1552734375,16331870000,0
"LKA",2000,"Sri Lanka","950330","Other construction sets and constru",0,15.57,19359000,4,-0.161434829235077,14406.1552734375,16331870000,0
"LKA",2000,"Sri Lanka","950349","Toys representing animals or non-hu",0,2276.483,19359000,4,-0.161434829235077,14406.1552734375,16331870000,0
"LKA",2000,"Sri Lanka","950291","Parts and accessories :-- Garments",0,14.912,19359000,4,-0.161434829235077,14406.1552734375,16331870000,0
"LKA",2001,"Sri Lanka","950320","Reduced-size (""scale"") model assemb",9.825,0,19359000,4,-0.179118275642395,14406.1552734375,16331870000,0
"LKA",2001,"Sri Lanka","950341","Toys representing animals or non-hu",3312.805,2048.801,19359000,4,-0.179118275642395,14406.1552734375,16331870000,0
"LKA",2001,"Sri Lanka","950330","Other construction sets and constru",850.296,0,19359000,4,-0.179118275642395,14406.1552734375,16331870000,0
"LKA",2001,"Sri Lanka","950349","Toys representing animals or non-hu",52.483,1525.907,19359000,4,-0.179118275642395,14406.1552734375,16331870000,0
"LKA",2001,"Sri Lanka","950291","Parts and accessories :-- Garments",52.494,10.365,19359000,4,-0.179118275642395,14406.1552734375,16331870000,0
"LKA",2002,"Sri Lanka","950310","Electric trains, including tracks,",1.131,114.985,19359000,4,-0.196801722049713,14406.1552734375,16331870000,0
"LKA",2002,"Sri Lanka","950349","Toys representing animals or non-hu",19.741,1646.284,19359000,4,-0.196801722049713,14406.1552734375,16331870000,0
"LKA",2002,"Sri Lanka","950291","Parts and accessories :-- Garments",1.51,0,19359000,4,-0.196801722049713,14406.1552734375,16331870000,0
"LKA",2002,"Sri Lanka","950341","Toys representing animals or non-hu",3871.984,2678.37,19359000,4,-0.196801722049713,14406.1552734375,16331870000,0
"LKA",2002,"Sri Lanka","950320","Reduced-size (""scale"") model assemb",2.807,0,19359000,4,-0.196801722049713,14406.1552734375,16331870000,0
"LKA",2002,"Sri Lanka","950299","Parts and accessories :-- Other",30.438,0,19359000,4,-0.196801722049713,14406.1552734375,16331870000,0
"LKA",2002,"Sri Lanka","950330","Other construction sets and constru",630.885,17.837,19359000,4,-0.196801722049713,14406.1552734375,16331870000,0
"LKA",2003,"Sri Lanka","950341","Toys representing animals or non-hu",1264.601,1080.629,19359000,4,-0.213299065828323,14406.1552734375,16331870000,0
"LKA",2003,"Sri Lanka","950320","Reduced-size (""scale"") model assemb",0,1.049,19359000,4,-0.213299065828323,14406.1552734375,16331870000,0
"LKA",2003,"Sri Lanka","950310","Electric trains, including tracks,",44.881,0,19359000,4,-0.213299065828323,14406.1552734375,16331870000,0
"LKA",2003,"Sri Lanka","950330","Other construction sets and constru",638.528,11.694,19359000,4,-0.213299065828323,14406.1552734375,16331870000,0
"LKA",2003,"Sri Lanka","950349","Toys representing animals or non-hu",57.074,709.626,19359000,4,-0.213299065828323,14406.1552734375,16331870000,0
"LKA",2004,"Sri Lanka","950341","Toys representing animals or non-hu",1117.198,583.999,19359000,4,-0.171203389763832,14406.1552734375,16331870000,0
"LKA",2004,"Sri Lanka","950320","Reduced-size (""scale"") model assemb",0,0.869,19359000,4,-0.171203389763832,14406.1552734375,16331870000,0
"LKA",2004,"Sri Lanka","950349","Toys representing animals or non-hu",44.763,660.201,19359000,4,-0.171203389763832,14406.1552734375,16331870000,0
"LKA",2004,"Sri Lanka","950310","Electric trains, including tracks,",17.193,0,19359000,4,-0.171203389763832,14406.1552734375,16331870000,0
"LKA",2004,"Sri Lanka","950330","Other construction sets and constru",1240.956,0,19359000,4,-0.171203389763832,14406.1552734375,16331870000,0
"LKA",2005,"Sri Lanka","950349","Toys representing animals or non-hu",0,515.94,19359000,4,-0.314483106136322,14406.1552734375,16331870000,0
"LKA",2005,"Sri Lanka","950330","Other construction sets and constru",0,1.622,19359000,4,-0.314483106136322,14406.1552734375,16331870000,0
"LKA",2005,"Sri Lanka","950341","Toys representing animals or non-hu",0,318.433,19359000,4,-0.314483106136322,14406.1552734375,16331870000,0
"LTU",1996,"Lithuania","950299","Parts and accessories :-- Other",0,0.559,3499528,3,-0.123119451105595,7280.80712890625,11462100000,0
"LTU",1996,"Lithuania","950291","Parts and accessories :-- Garments",0,5.595,3499528,3,-0.123119451105595,7280.80712890625,11462100000,0
"LTU",1997,"Lithuania","950291","Parts and accessories :-- Garments",2.3,2.23,3499528,3,-0.0557819306850433,7280.80712890625,11462100000,0
"LTU",1998,"Lithuania","950291","Parts and accessories :-- Garments",10.72,14.294,3499528,3,0.0115555934607983,7280.80712890625,11462100000,0
"LTU",1999,"Lithuania","950291","Parts and accessories :-- Garments",4.19,6.387,3499528,3,0.117406286299229,7280.80712890625,11462100000,0
"LTU",2000,"Lithuania","950349","Toys representing animals or non-hu",0.468,0,3499528,3,0.223256975412369,7280.80712890625,11462100000,0
"LTU",2000,"Lithuania","950310","Electric trains, including tracks,",11.837,0,3499528,3,0.223256975412369,7280.80712890625,11462100000,0
"LTU",2000,"Lithuania","950341","Toys representing animals or non-hu",3.92,0,3499528,3,0.223256975412369,7280.80712890625,11462100000,0
"LTU",2000,"Lithuania","950291","Parts and accessories :-- Garments",2.968,5.948,3499528,3,0.223256975412369,7280.80712890625,11462100000,0
"LTU",2000,"Lithuania","950330","Other construction sets and constru",0.13,0.953,3499528,3,0.223256975412369,7280.80712890625,11462100000,0
"LTU",2001,"Lithuania","950349","Toys representing animals or non-hu",3.729,0,3499528,3,0.231439843773842,7280.80712890625,11462100000,0
"LTU",2001,"Lithuania","950291","Parts and accessories :-- Garments",0.054,6.103,3499528,3,0.231439843773842,7280.80712890625,11462100000,0
"LTU",2001,"Lithuania","950330","Other construction sets and constru",0,16.44,3499528,3,0.231439843773842,7280.80712890625,11462100000,0
"LTU",2002,"Lithuania","950310","Electric trains, including tracks,",0.057,0,3499528,3,0.239622712135315,7280.80712890625,11462100000,0
"LTU",2002,"Lithuania","950330","Other construction sets and constru",29.254,0,3499528,3,0.239622712135315,7280.80712890625,11462100000,0
"LTU",2002,"Lithuania","950349","Toys representing animals or non-hu",3.933,4.107,3499528,3,0.239622712135315,7280.80712890625,11462100000,0
"LTU",2002,"Lithuania","950291","Parts and accessories :-- Garments",0,7.457,3499528,3,0.239622712135315,7280.80712890625,11462100000,0
"LTU",2003,"Lithuania","950291","Parts and accessories :-- Garments",0,3.475,3499528,3,0.376077681779861,7280.80712890625,11462100000,0
"LTU",2003,"Lithuania","950330","Other construction sets and constru",64.836,81.606,3499528,3,0.376077681779861,7280.80712890625,11462100000,0
"LTU",2003,"Lithuania","950349","Toys representing animals or non-hu",1.375,0,3499528,3,0.376077681779861,7280.80712890625,11462100000,0
"LTU",2003,"Lithuania","950341","Toys representing animals or non-hu",0.605,0,3499528,3,0.376077681779861,7280.80712890625,11462100000,0
"LTU",2004,"Lithuania","950349","Toys representing animals or non-hu",295.197,351.481,3499528,3,0.362567752599716,7280.80712890625,11462100000,0
"LTU",2004,"Lithuania","950330","Other construction sets and constru",37.96,0,3499528,3,0.362567752599716,7280.80712890625,11462100000,0
"LTU",2004,"Lithuania","950320","Reduced-size (""scale"") model assemb",0.432,0,3499528,3,0.362567752599716,7280.80712890625,11462100000,0
"LTU",2004,"Lithuania","950291","Parts and accessories :-- Garments",0.413,4.748,3499528,3,0.362567752599716,7280.80712890625,11462100000,0
"LTU",2005,"Lithuania","950291","Parts and accessories :-- Garments",1.972,3.222,3499528,3,0.264874815940857,7280.80712890625,11462100000,0
"LTU",2005,"Lithuania","950330","Other construction sets and constru",1.166,0,3499528,3,0.264874815940857,7280.80712890625,11462100000,0
"LUX",2000,"Luxembourg","950320","Reduced-size (""scale"") model assemb",3.666,0,438000,3,2.00559401512146,6393.92333984375,19603830000,0
"LUX",2000,"Luxembourg","950341","Toys representing animals or non-hu",2.121,0,438000,3,2.00559401512146,6393.92333984375,19603830000,0
"LUX",2000,"Luxembourg","950310","Electric trains, including tracks,",14.681,0,438000,3,2.00559401512146,6393.92333984375,19603830000,0
"LUX",2000,"Luxembourg","950330","Other construction sets and constru",0.546,0,438000,3,2.00559401512146,6393.92333984375,19603830000,0
"LUX",2001,"Luxembourg","950310","Electric trains, including tracks,",40.582,0,438000,3,2.10926675796509,6393.92333984375,19603830000,0
"LUX",2001,"Luxembourg","950330","Other construction sets and constru",2.931,0,438000,3,2.10926675796509,6393.92333984375,19603830000,0
"LUX",2002,"Luxembourg","950310","Electric trains, including tracks,",132.218,0,438000,3,2.21293926239014,6393.92333984375,19603830000,0
"LUX",2002,"Luxembourg","950320","Reduced-size (""scale"") model assemb",0,2.431,438000,3,2.21293926239014,6393.92333984375,19603830000,0
"LUX",2003,"Luxembourg","950330","Other construction sets and constru",0,11.169,438000,3,1.9100581407547,6393.92333984375,19603830000,0
"LUX",2003,"Luxembourg","950320","Reduced-size (""scale"") model assemb",1.525,27.16,438000,3,1.9100581407547,6393.92333984375,19603830000,0
"LUX",2003,"Luxembourg","950310","Electric trains, including tracks,",26.669,0,438000,3,1.9100581407547,6393.92333984375,19603830000,0
"LUX",2004,"Luxembourg","950320","Reduced-size (""scale"") model assemb",0,19.464,438000,3,2.02354264259338,6393.92333984375,19603830000,0
"LUX",2004,"Luxembourg","950310","Electric trains, including tracks,",21.474,0,438000,3,2.02354264259338,6393.92333984375,19603830000,0
"LUX",2005,"Luxembourg","950341","Toys representing animals or non-hu",0.01,0,438000,3,1.83521926403046,6393.92333984375,19603830000,0
"LUX",2005,"Luxembourg","950310","Electric trains, including tracks,",3.436,0,438000,3,1.83521926403046,6393.92333984375,19603830000,0
"LUX",2005,"Luxembourg","950320","Reduced-size (""scale"") model assemb",0.629,0.319,438000,3,1.83521926403046,6393.92333984375,19603830000,0
"LVA",1996,"Latvia","950320","Reduced-size (""scale"") model assemb",0,8.896,2372000,3,-0.586459755897522,7081.5166015625,7833141000,0
"LVA",1996,"Latvia","950310","Electric trains, including tracks,",0,3.379,2372000,3,-0.586459755897522,7081.5166015625,7833141000,0
"LVA",1997,"Latvia","950310","Electric trains, including tracks,",32.931,1.887,2372000,3,-0.376023054122925,7081.5166015625,7833141000,0
"LVA",1997,"Latvia","950320","Reduced-size (""scale"") model assemb",0,1.86,2372000,3,-0.376023054122925,7081.5166015625,7833141000,0
"LVA",1997,"Latvia","950349","Toys representing animals or non-hu",0,4.375,2372000,3,-0.376023054122925,7081.5166015625,7833141000,0
"LVA",1998,"Latvia","950310","Electric trains, including tracks,",3.824,0,2372000,3,-0.165586322546005,7081.5166015625,7833141000,0
"LVA",1999,"Latvia","950349","Toys representing animals or non-hu",0,0.564,2372000,3,-0.100853271782398,7081.5166015625,7833141000,0
"LVA",1999,"Latvia","950310","Electric trains, including tracks,",0,5.233,2372000,3,-0.100853271782398,7081.5166015625,7833141000,0
"LVA",1999,"Latvia","950330","Other construction sets and constru",0,0.951,2372000,3,-0.100853271782398,7081.5166015625,7833141000,0
"LVA",2000,"Latvia","950341","Toys representing animals or non-hu",0.723,0,2372000,3,-0.0361202172935009,7081.5166015625,7833141000,0
"LVA",2000,"Latvia","950349","Toys representing animals or non-hu",5.643,3.825,2372000,3,-0.0361202172935009,7081.5166015625,7833141000,0
"LVA",2000,"Latvia","950320","Reduced-size (""scale"") model assemb",0,47.664,2372000,3,-0.0361202172935009,7081.5166015625,7833141000,0
"LVA",2000,"Latvia","950310","Electric trains, including tracks,",21.852,0,2372000,3,-0.0361202172935009,7081.5166015625,7833141000,0
"LVA",2001,"Latvia","950349","Toys representing animals or non-hu",1.082,0.985,2372000,3,0.0127677191048861,7081.5166015625,7833141000,0
"LVA",2001,"Latvia","950320","Reduced-size (""scale"") model assemb",4.166,59.542,2372000,3,0.0127677191048861,7081.5166015625,7833141000,0
"LVA",2001,"Latvia","950330","Other construction sets and constru",0,3.504,2372000,3,0.0127677191048861,7081.5166015625,7833141000,0
"LVA",2001,"Latvia","950310","Electric trains, including tracks,",3.27,0,2372000,3,0.0127677191048861,7081.5166015625,7833141000,0
"LVA",2002,"Latvia","950320","Reduced-size (""scale"") model assemb",0,45.065,2372000,3,0.061655655503273,7081.5166015625,7833141000,0
"LVA",2002,"Latvia","950310","Electric trains, including tracks,",11.104,0,2372000,3,0.061655655503273,7081.5166015625,7833141000,0
"LVA",2002,"Latvia","950341","Toys representing animals or non-hu",0.987,0,2372000,3,0.061655655503273,7081.5166015625,7833141000,0
"LVA",2002,"Latvia","950349","Toys representing animals or non-hu",53.705,0,2372000,3,0.061655655503273,7081.5166015625,7833141000,0
"LVA",2003,"Latvia","950310","Electric trains, including tracks,",12.503,0,2372000,3,0.357553273439407,7081.5166015625,7833141000,0
"LVA",2003,"Latvia","950320","Reduced-size (""scale"") model assemb",24.16,76.037,2372000,3,0.357553273439407,7081.5166015625,7833141000,0
"LVA",2003,"Latvia","950330","Other construction sets and constru",4.626,0,2372000,3,0.357553273439407,7081.5166015625,7833141000,0
"LVA",2003,"Latvia","950349","Toys representing animals or non-hu",15.217,2.96,2372000,3,0.357553273439407,7081.5166015625,7833141000,0
"LVA",2003,"Latvia","950341","Toys representing animals or non-hu",0.771,0,2372000,3,0.357553273439407,7081.5166015625,7833141000,0
"LVA",2004,"Latvia","950349","Toys representing animals or non-hu",9.389,9.952,2372000,3,0.218444108963013,7081.5166015625,7833141000,0
"LVA",2004,"Latvia","950320","Reduced-size (""scale"") model assemb",20.844,77.057,2372000,3,0.218444108963013,7081.5166015625,7833141000,0
"LVA",2004,"Latvia","950310","Electric trains, including tracks,",12.088,0,2372000,3,0.218444108963013,7081.5166015625,7833141000,0
"LVA",2004,"Latvia","950330","Other construction sets and constru",5.248,42.117,2372000,3,0.218444108963013,7081.5166015625,7833141000,0
"LVA",2005,"Latvia","950330","Other construction sets and constru",12.238,15.488,2372000,3,0.33499476313591,7081.5166015625,7833141000,0
"LVA",2005,"Latvia","950320","Reduced-size (""scale"") model assemb",18.277,58.502,2372000,3,0.33499476313591,7081.5166015625,7833141000,0
"LVA",2005,"Latvia","950349","Toys representing animals or non-hu",23.657,5.951,2372000,3,0.33499476313591,7081.5166015625,7833141000,0
"LVA",2005,"Latvia","950341","Toys representing animals or non-hu",0.037,0,2372000,3,0.33499476313591,7081.5166015625,7833141000,0
"LVA",2005,"Latvia","950310","Electric trains, including tracks,",7.567,0,2372000,3,0.33499476313591,7081.5166015625,7833141000,0
"MAC",2002,"Macao","950291","Parts and accessories :-- Garments",130.816,145.811,443537,4,-0.0717283561825752,13140.8330078125,6197685000,0
"MAC",2002,"Macao","950320","Reduced-size (""scale"") model assemb",0,16.927,443537,4,-0.0717283561825752,13140.8330078125,6197685000,0
"MAC",2002,"Macao","950349","Toys representing animals or non-hu",11.556,25.889,443537,4,-0.0717283561825752,13140.8330078125,6197685000,0
"MAC",2002,"Macao","950310","Electric trains, including tracks,",0,19.402,443537,4,-0.0717283561825752,13140.8330078125,6197685000,0
"MAC",2002,"Macao","950299","Parts and accessories :-- Other",4.278,0,443537,4,-0.0717283561825752,13140.8330078125,6197685000,0
"MAC",2003,"Macao","950349","Toys representing animals or non-hu",17.365,35.794,443537,4,0.809118926525116,13140.8330078125,6197685000,0
"MAC",2003,"Macao","950310","Electric trains, including tracks,",0,41.339,443537,4,0.809118926525116,13140.8330078125,6197685000,0
"MAC",2003,"Macao","950341","Toys representing animals or non-hu",0,22.242,443537,4,0.809118926525116,13140.8330078125,6197685000,0
"MAC",2003,"Macao","950320","Reduced-size (""scale"") model assemb",0,38.35,443537,4,0.809118926525116,13140.8330078125,6197685000,0
"MAC",2004,"Macao","950291","Parts and accessories :-- Garments",0,19.07,443537,4,1.33047258853912,13140.8330078125,6197685000,0
"MAC",2004,"Macao","950341","Toys representing animals or non-hu",0,12.822,443537,4,1.33047258853912,13140.8330078125,6197685000,0
"MAC",2004,"Macao","950320","Reduced-size (""scale"") model assemb",56.24,34.423,443537,4,1.33047258853912,13140.8330078125,6197685000,0
"MAC",2004,"Macao","950299","Parts and accessories :-- Other",0,19.613,443537,4,1.33047258853912,13140.8330078125,6197685000,0
"MAC",2005,"Macao","950291","Parts and accessories :-- Garments",0,2.669,443537,4,0.552556276321411,13140.8330078125,6197685000,0
"MAC",2005,"Macao","950341","Toys representing animals or non-hu",0,9.247,443537,4,0.552556276321411,13140.8330078125,6197685000,0
"MAC",2005,"Macao","950330","Other construction sets and constru",0,76.596,443537,4,0.552556276321411,13140.8330078125,6197685000,0
"MAC",2005,"Macao","950320","Reduced-size (""scale"") model assemb",0,108.244,443537,4,0.552556276321411,13140.8330078125,6197685000,0
"MAR",1997,"Morocco","950330","Other construction sets and constru",0,0.829,27838450,6,0.0766485929489136,6146.91796875,33334070000,0
"MAR",1998,"Morocco","950291","Parts and accessories :-- Garments",0,6.976,27838450,6,-0.106855988502502,6146.91796875,33334070000,0
"MAR",1999,"Morocco","950320","Reduced-size (""scale"") model assemb",0,4.902,27838450,6,0.0982614159584045,6146.91796875,33334070000,0
"MAR",2002,"Morocco","950349","Toys representing animals or non-hu",1.975,0,27838450,6,-0.08586735278368,6146.91796875,33334070000,0
"MAR",2002,"Morocco","950330","Other construction sets and constru",1.631,0,27838450,6,-0.08586735278368,6146.91796875,33334070000,0
