"id","name","sex","age","height","weight","team","noc","games","year","season","city","sport","event","medal"
58503,"Christian Keller","M",23,188,88,"Germany","GER","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Bronze"
58508,"Florian Keller","M",26,183,84,"Germany","GER","2008 Summer",2008,"Summer","Beijing","Hockey","Hockey Men's Hockey","Gold"
58517,"John Frederick Keller","M",23,190,84,"United States","USA","1952 Summer",1952,"Summer","Helsinki","Basketball","Basketball Men's Basketball","Gold"
58521,"Klete D. Keller","M",18,198,97,"United States","USA","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 400 metres Freestyle","Bronze"
58521,"Klete D. Keller","M",18,198,97,"United States","USA","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Silver"
58521,"Klete D. Keller","M",22,198,97,"United States","USA","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 400 metres Freestyle","Bronze"
58521,"Klete D. Keller","M",22,198,97,"United States","USA","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
58521,"Klete D. Keller","M",26,198,97,"United States","USA","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
58525,"Natascha Keller","F",27,170,69,"Germany","GER","2004 Summer",2004,"Summer","Athina","Hockey","Hockey Women's Hockey","Gold"
58535,"Earl Allen Kelley","M",27,183,74,"United States","USA","1960 Summer",1960,"Summer","Roma","Basketball","Basketball Men's Basketball","Gold"
58537,"Melvin Dean Kelley","M",20,180,75,"United States","USA","1952 Summer",1952,"Summer","Helsinki","Basketball","Basketball Men's Basketball","Gold"
58550,"Rosina ""Rosa"" Kellner (-Schimpfauer)","F",18,161,53,"Germany","GER","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
58552,"Uwe Jrg Kellner","M",26,199,98,"Germany","GER","1992 Summer",1992,"Summer","Barcelona","Rowing","Rowing Men's Coxed Fours","Silver"
58558,"Kelly Silva dos Santos","F",20,193,92,"Brazil","BRA","2000 Summer",2000,"Summer","Sydney","Basketball","Basketball Women's Basketball","Bronze"
58562,"Barry Kelly","M",29,183,79,"Australia","AUS","1984 Summer",1984,"Summer","Los Angeles","Canoeing","Canoeing Men's Kayak Doubles, 1,000 metres","Bronze"
58566,"Daniel Joseph ""Dan"" Kelly","M",24,176,66,"United States","USA","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's Long Jump","Silver"
58573,"Frederick Warren ""Fred"" Kelly","M",20,182,72,"United States","USA","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's 110 metres Hurdles","Gold"
58577,"Larry Jamill Kelly","M",26,170,66,"United States","USA","2004 Summer",2004,"Summer","Athina","Wrestling","Wrestling Men's Welterweight, Freestyle","Silver"
58590,"Shane John Kelly","M",20,182,85,"Australia","AUS","1992 Summer",1992,"Summer","Barcelona","Cycling","Cycling Men's 1,000 metres Time Trial","Silver"
58590,"Shane John Kelly","M",28,182,85,"Australia","AUS","2000 Summer",2000,"Summer","Sydney","Cycling","Cycling Men's 1,000 metres Time Trial","Bronze"
58590,"Shane John Kelly","M",32,182,85,"Australia","AUS","2004 Summer",2004,"Summer","Athina","Cycling","Cycling Men's Keirin","Bronze"
58595,"Kelly Cristina Pereira da Silva","F",19,164,55,"Brazil","BRA","2004 Summer",2004,"Summer","Athina","Football","Football Women's Football","Silver"
58596,"John Brenden ""Jack"" Kelly, Jr.","M",29,185,83,"United States","USA","1956 Summer",1956,"Summer","Melbourne","Rowing","Rowing Men's Single Sculls","Bronze"
58598,"Margaret Mary ""Maggie"" Kelly-Hohmann","F",23,170,57,"Great Britain","GBR","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Silver"
58609,"Kely Kolasco Fraga","F",25,193,79,"Brazil","BRA","2000 Summer",2000,"Summer","Sydney","Volleyball","Volleyball Women's Volleyball","Bronze"
58611,"Gloria E. Kemasuode (-Ubiebor)","F",28,150,65,"Nigeria","NGR","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
58614,"Ezekiel Kemboi Cheboi","M",22,167,52,"Kenya","KEN","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's 3,000 metres Steeplechase","Gold"
58614,"Ezekiel Kemboi Cheboi","M",30,167,52,"Kenya","KEN","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's 3,000 metres Steeplechase","Gold"
58617,"Imre Kemecsey","M",19,167,75,"Hungary","HUN","1960 Summer",1960,"Summer","Roma","Canoeing","Canoeing Men's Kayak Relay 4 x 500 metres","Silver"
58623,"Tabea Kemme","F",24,169,56,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Football","Football Women's Football","Gold"
58624,"Heike Kemmer","F",42,172,63,"Germany","GER","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism Mixed Dressage, Team","Gold"
58624,"Heike Kemmer","F",46,172,63,"Germany","GER","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism Mixed Dressage, Individual","Bronze"
58624,"Heike Kemmer","F",46,172,63,"Bonaparte","GER","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism Mixed Dressage, Team","Gold"
58626,"Caren Marie Alexis Kemner","F",27,185,79,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Volleyball","Volleyball Women's Volleyball","Bronze"
58636,"Jennifer Jo ""Jenny"" Kempf","F",17,175,66,"United States","USA","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Gold"
58646,"Christophe Maurice Jean Kemp","M",33,193,105,"France","FRA","2008 Summer",2008,"Summer","Beijing","Handball","Handball Men's Handball","Gold"
58656,"Robbert Huib Kemperman","M",22,186,76,"Netherlands","NED","2012 Summer",2012,"Summer","London","Hockey","Hockey Men's Hockey","Silver"
58660,"Patricia ""Patty"" Kempner","F",18,160,56,"United States","USA","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Gold"
58663,"Marko Kemppainen","M",28,184,100,"Finland","FIN","2004 Summer",2004,"Summer","Athina","Shooting","Shooting Men's Skeet","Silver"
58675,"Barbara Anne Kendall","F",24,168,58,"New Zealand","NZL","1992 Summer",1992,"Summer","Barcelona","Sailing","Sailing Women's Windsurfer","Gold"
58675,"Barbara Anne Kendall","F",28,168,58,"New Zealand","NZL","1996 Summer",1996,"Summer","Atlanta","Sailing","Sailing Women's Windsurfer","Silver"
58675,"Barbara Anne Kendall","F",33,168,58,"New Zealand","NZL","2000 Summer",2000,"Summer","Sydney","Sailing","Sailing Women's Windsurfer","Bronze"
58679,"Anthony Bruce Kendall","M",20,175,65,"New Zealand","NZL","1984 Summer",1984,"Summer","Los Angeles","Sailing","Sailing Men's Windsurfer","Bronze"
58679,"Anthony Bruce Kendall","M",24,175,65,"New Zealand","NZL","1988 Summer",1988,"Summer","Seoul","Sailing","Sailing Mixed Windsurfer","Gold"
58684,"Tams Kenderesi","M",19,186,74,"Hungary","HUN","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 200 metres Butterfly","Bronze"
58688,"Sam Kendricks","M",23,185,80,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's Pole Vault","Bronze"
58693,"Gyrgy Kenz","M",20,180,78,"Hungary","HUN","1976 Summer",1976,"Summer","Montreal","Water Polo","Water Polo Men's Water Polo","Gold"
58701,"Johan Kenkhuis","M",20,185,73,"Netherlands","NED","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Bronze"
58701,"Johan Kenkhuis","M",24,185,73,"Netherlands","NED","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Silver"
58702,"Eizo Kenmotsu","M",20,161,57,"Japan","JPN","1968 Summer",1968,"Summer","Mexico City","Gymnastics","Gymnastics Men's Team All-Around","Gold"
58702,"Eizo Kenmotsu","M",20,161,57,"Japan","JPN","1968 Summer",1968,"Summer","Mexico City","Gymnastics","Gymnastics Men's Horizontal Bar","Bronze"
58702,"Eizo Kenmotsu","M",24,161,57,"Japan","JPN","1972 Summer",1972,"Summer","Munich","Gymnastics","Gymnastics Men's Individual All-Around","Silver"
58702,"Eizo Kenmotsu","M",24,161,57,"Japan","JPN","1972 Summer",1972,"Summer","Munich","Gymnastics","Gymnastics Men's Team All-Around","Gold"
58702,"Eizo Kenmotsu","M",24,161,57,"Japan","JPN","1972 Summer",1972,"Summer","Munich","Gymnastics","Gymnastics Men's Parallel Bars","Bronze"
58702,"Eizo Kenmotsu","M",24,161,57,"Japan","JPN","1972 Summer",1972,"Summer","Munich","Gymnastics","Gymnastics Men's Pommelled Horse","Bronze"
58702,"Eizo Kenmotsu","M",28,161,57,"Japan","JPN","1976 Summer",1976,"Summer","Montreal","Gymnastics","Gymnastics Men's Team All-Around","Gold"
58702,"Eizo Kenmotsu","M",28,161,57,"Japan","JPN","1976 Summer",1976,"Summer","Montreal","Gymnastics","Gymnastics Men's Horizontal Bar","Silver"
58702,"Eizo Kenmotsu","M",28,161,57,"Japan","JPN","1976 Summer",1976,"Summer","Montreal","Gymnastics","Gymnastics Men's Pommelled Horse","Silver"
58704,"Peter Kennaugh","M",23,174,64,"Great Britain","GBR","2012 Summer",2012,"Summer","London","Cycling","Cycling Men's Team Pursuit, 4,000 metres","Gold"
58711,"William Ray ""Bill"" Kennedy","M",19,178,71,"Canada","CAN","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Bronze"
58715,"Courtney Kennedy","F",22,175,86,"United States","USA","2002 Winter",2002,"Winter","Salt Lake City","Ice Hockey","Ice Hockey Women's Ice Hockey","Silver"
58715,"Courtney Kennedy","F",26,175,86,"United States","USA","2006 Winter",2006,"Winter","Torino","Ice Hockey","Ice Hockey Women's Ice Hockey","Bronze"
58736,"Richard Bayard Kennelly, Jr.","M",23,193,91,"United States","USA","1988 Summer",1988,"Summer","Seoul","Rowing","Rowing Men's Coxless Fours","Silver"
58738,"Robert Earl ""Bob"" Kenney","M",21,188,84,"United States","USA","1952 Summer",1952,"Summer","Helsinki","Basketball","Basketball Men's Basketball","Gold"
58743,"Grant Hayden Kenny","M",21,180,80,"Australia","AUS","1984 Summer",1984,"Summer","Los Angeles","Canoeing","Canoeing Men's Kayak Doubles, 1,000 metres","Bronze"
58744,"Jason Francis Kenny","M",20,178,81,"Great Britain","GBR","2008 Summer",2008,"Summer","Beijing","Cycling","Cycling Men's Sprint","Silver"
58744,"Jason Francis Kenny","M",20,178,81,"Great Britain","GBR","2008 Summer",2008,"Summer","Beijing","Cycling","Cycling Men's Team Sprint","Gold"
58744,"Jason Francis Kenny","M",24,178,81,"Great Britain","GBR","2012 Summer",2012,"Summer","London","Cycling","Cycling Men's Sprint","Gold"
58744,"Jason Francis Kenny","M",24,178,81,"Great Britain","GBR","2012 Summer",2012,"Summer","London","Cycling","Cycling Men's Team Sprint","Gold"
58744,"Jason Francis Kenny","M",28,178,81,"Great Britain","GBR","2016 Summer",2016,"Summer","Rio de Janeiro","Cycling","Cycling Men's Sprint","Gold"
58744,"Jason Francis Kenny","M",28,178,81,"Great Britain","GBR","2016 Summer",2016,"Summer","Rio de Janeiro","Cycling","Cycling Men's Keirin","Gold"
58744,"Jason Francis Kenny","M",28,178,81,"Great Britain","GBR","2016 Summer",2016,"Summer","Rio de Janeiro","Cycling","Cycling Men's Team Sprint","Gold"
58758,"Konstantinos ""Kostas"" Kenteris","M",27,180,73,"Greece","GRE","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 200 metres","Gold"
58788,"Francis Kerbiriou","M",21,178,66,"France","FRA","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
58794,"Valery Panayotovich Kerdemelidi","M",22,172,70,"Soviet Union","URS","1960 Summer",1960,"Summer","Roma","Gymnastics","Gymnastics Men's Team All-Around","Silver"
58796,"Jean-Baptiste Clment Hippolyte Krbel","M",30,183,76,"France","FRA","1948 Summer",1948,"Summer","London","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
58801,"Attila Keresztes","M",28,183,82,"Hungary","HUN","1956 Summer",1956,"Summer","Melbourne","Fencing","Fencing Men's Sabre, Team","Gold"
58816,"Sean Robin Kerly","M",24,180,80,"Great Britain","GBR","1984 Summer",1984,"Summer","Los Angeles","Hockey","Hockey Men's Hockey","Bronze"
58816,"Sean Robin Kerly","M",28,180,80,"Great Britain","GBR","1988 Summer",1988,"Summer","Seoul","Hockey","Hockey Men's Hockey","Gold"
58822,"Douglas James ""Doug"" Kern","M",29,190,88,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Sailing","Sailing Mixed Three Person Keelboat","Silver"
58839,"Robert ""Bobby"" Kerr","M",25,171,66,"Canada","CAN","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's 100 metres","Bronze"
58839,"Robert ""Bobby"" Kerr","M",25,171,66,"Canada","CAN","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's 200 metres","Gold"
58843,"George Ezekiel Kerr","M",22,180,70,"West Indies Federation","WIF","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's 800 metres","Bronze"
58843,"George Ezekiel Kerr","M",22,180,70,"West Indies Federation","WIF","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
58846,"Henry Edward ""Harry"" Kerr","M",29,184,76,"Australasia","ANZ","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's 3,500 metres Walk","Bronze"
58848,"Jane Louise Kerr (-Thompson)","F",20,176,63,"Canada","CAN","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Bronze"
58851,"John Kerr","M",32,183,91,"Canada","CAN","1984 Summer",1984,"Summer","Los Angeles","Sailing","Sailing Mixed Three Person Keelboat","Bronze"
58857,"Herbert William ""Bert"" Kerrigan","M",27,175,59,"United States","USA","1906 Summer",1906,"Summer","Athina","Athletics","Athletics Men's High Jump","Bronze"
58861,"Marcus Anthony ""Mark"" Kerry","M",20,182,81,"Australia","AUS","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 200 metres Backstroke","Bronze"
58861,"Marcus Anthony ""Mark"" Kerry","M",20,182,81,"Australia","AUS","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
58861,"Marcus Anthony ""Mark"" Kerry","M",24,182,81,"Australia","AUS","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Bronze"
58866,"Isabel Kerschowski","F",28,167,57,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Football","Football Women's Football","Gold"
58875,"Dagmar Kersten","F",17,157,45,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Gymnastics","Gymnastics Women's Team All-Around","Bronze"
58875,"Dagmar Kersten","F",17,157,45,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Gymnastics","Gymnastics Women's Uneven Bars","Silver"
58877,"Peter Kersten","M",22,187,78,"East Germany","GDR","1980 Summer",1980,"Summer","Moskva","Rowing","Rowing Men's Single Sculls","Bronze"
58884,"Douglas Edwin Kertland","M",20,174,55,"Toronto Argonauts","CAN","1908 Summer",1908,"Summer","London","Rowing","Rowing Men's Coxed Eights","Bronze"
58890,"Anik Kry","F",16,157,51,"Hungary","HUN","1972 Summer",1972,"Summer","Munich","Gymnastics","Gymnastics Women's Team All-Around","Bronze"
58906,"Esa Juhani Keskinen","M",23,177,87.5,"Finland","FIN","1988 Winter",1988,"Winter","Calgary","Ice Hockey","Ice Hockey Men's Ice Hockey","Silver"
58906,"Esa Juhani Keskinen","M",29,177,87.5,"Finland","FIN","1994 Winter",1994,"Winter","Lillehammer","Ice Hockey","Ice Hockey Men's Ice Hockey","Bronze"
58913,"Norbert Kelau","M",26,200,95,"West Germany","FRG","1988 Summer",1988,"Summer","Seoul","Rowing","Rowing Men's Coxless Fours","Bronze"
58914,"Ryan James Kesler","M",25,188,92,"United States","USA","2010 Winter",2010,"Winter","Vancouver","Ice Hockey","Ice Hockey Men's Ice Hockey","Silver"
58919,"Amanda Kessel","F",22,165,64,"United States","USA","2014 Winter",2014,"Winter","Sochi","Ice Hockey","Ice Hockey Women's Ice Hockey","Silver"
58922,"Philip Joseph ""Phil"" Kessel, Jr.","M",22,183,92,"United States","USA","2010 Winter",2010,"Winter","Vancouver","Ice Hockey","Ice Hockey Men's Ice Hockey","Silver"
58954,"Daniel ""Dan"" Ketchum","M",22,193,95,"United States","USA","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
58959,"Joseph Keter","M",27,178,64,"Kenya","KEN","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 3,000 metres Steeplechase","Gold"
58963,"Georgy Vazhayevich Ketoyev","M",22,190,100,"Russia","RUS","2008 Summer",2008,"Summer","Beijing","Wrestling","Wrestling Men's Light-Heavyweight, Freestyle","Bronze"
58993,"George Arthur Keys","M",28,193,95,"New Zealand","NZL","1988 Summer",1988,"Summer","Seoul","Rowing","Rowing Men's Coxed Fours","Bronze"
59009,"Irina Sergeyevna Khabarova","F",38,170,63,"Russia","RUS","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
59010,"Leri Khabelovi","M",24,188,100,"Soviet Union","URS","1988 Summer",1988,"Summer","Seoul","Wrestling","Wrestling Men's Heavyweight, Freestyle","Silver"
59010,"Leri Khabelovi","M",28,188,100,"Unified Team","EUN","1992 Summer",1992,"Summer","Barcelona","Wrestling","Wrestling Men's Heavyweight, Freestyle","Gold"
59012,"Nikolay Ivanovich Khabibulin","M",29,186,88,"Russia","RUS","2002 Winter",2002,"Winter","Salt Lake City","Ice Hockey","Ice Hockey Men's Ice Hockey","Bronze"
59021,"Makharbek Khazbiyevich Khadartsev","M",22,180,85,"Soviet Union","URS","1988 Summer",1988,"Summer","Seoul","Wrestling","Wrestling Men's Light-Heavyweight, Freestyle","Gold"
59021,"Makharbek Khazbiyevich Khadartsev","M",26,180,85,"Unified Team","EUN","1992 Summer",1992,"Summer","Barcelona","Wrestling","Wrestling Men's Light-Heavyweight, Freestyle","Gold"
59021,"Makharbek Khazbiyevich Khadartsev","M",30,180,85,"Russia","RUS","1996 Summer",1996,"Summer","Atlanta","Wrestling","Wrestling Men's Light-Heavyweight, Freestyle","Silver"
59023,"Amir Reza Khadem Azgadhi","M",22,175,78,"Iran","IRI","1992 Summer",1992,"Summer","Barcelona","Wrestling","Wrestling Men's Welterweight, Freestyle","Bronze"
59023,"Amir Reza Khadem Azgadhi","M",26,175,78,"Iran","IRI","1996 Summer",1996,"Summer","Atlanta","Wrestling","Wrestling Men's Middleweight, Freestyle","Bronze"
59024,"Rasoul Khadem Azgadhi","M",20,185,90,"Iran","IRI","1992 Summer",1992,"Summer","Barcelona","Wrestling","Wrestling Men's Middleweight, Freestyle","Bronze"
59024,"Rasoul Khadem Azgadhi","M",24,185,90,"Iran","IRI","1996 Summer",1996,"Summer","Atlanta","Wrestling","Wrestling Men's Light-Heavyweight, Freestyle","Gold"
59029,"Vichai Khadpo","M",28,163,51,"Thailand","THA","1996 Summer",1996,"Summer","Atlanta","Boxing","Boxing Men's Bantamweight","Bronze"
59032,"Artyom Aleksandrovich Khadzhibekov","M",26,173,67,"Russia","RUS","1996 Summer",1996,"Summer","Atlanta","Shooting","Shooting Men's Air Rifle, 10 metres","Gold"
59032,"Artyom Aleksandrovich Khadzhibekov","M",30,173,67,"Russia","RUS","2000 Summer",2000,"Summer","Sydney","Shooting","Shooting Men's Air Rifle, 10 metres","Silver"
59087,"Fani Khalkia","F",25,174,60,"Greece","GRE","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's 400 metres Hurdles","Gold"
59105,"Alina Yegorovna Kham","F",21,156,52,"Soviet Union","URS","1980 Summer",1980,"Summer","Moskva","Hockey","Hockey Women's Hockey","Bronze"
59128,"Vadim Anatolyevich Khamuttskikh","M",30,196,85,"Russia","RUS","2000 Summer",2000,"Summer","Sydney","Volleyball","Volleyball Men's Volleyball","Silver"
59128,"Vadim Anatolyevich Khamuttskikh","M",34,196,85,"Russia","RUS","2004 Summer",2004,"Summer","Athina","Volleyball","Volleyball Men's Volleyball","Bronze"
59128,"Vadim Anatolyevich Khamuttskikh","M",38,196,85,"Russia","RUS","2008 Summer",2008,"Summer","Beijing","Volleyball","Volleyball Men's Volleyball","Bronze"
59134,"Abdul Waheed Khan","M",23,174,60,"Pakistan","PAK","1960 Summer",1960,"Summer","Roma","Hockey","Hockey Men's Hockey","Gold"
59140,"Amir Iqbal Khan","M",17,178,60,"Great Britain","GBR","2004 Summer",2004,"Summer","Athina","Boxing","Boxing Men's Lightweight","Silver"
59142,"Anwar Ahmed Khan","M",23,179,82,"Pakistan","PAK","1956 Summer",1956,"Summer","Melbourne","Hockey","Hockey Men's Hockey","Silver"
59142,"Anwar Ahmed Khan","M",26,179,82,"Pakistan","PAK","1960 Summer",1960,"Summer","Roma","Hockey","Hockey Men's Hockey","Gold"
59142,"Anwar Ahmed Khan","M",31,179,82,"Pakistan","PAK","1964 Summer",1964,"Summer","Tokyo","Hockey","Hockey Men's Hockey","Silver"
59152,"Hanif Khan","M",17,168,54,"Pakistan","PAK","1976 Summer",1976,"Summer","Montreal","Hockey","Hockey Men's Hockey","Bronze"
59152,"Hanif Khan","M",25,168,54,"Pakistan","PAK","1984 Summer",1984,"Summer","Los Angeles","Hockey","Hockey Men's Hockey","Gold"
59173,"Shahid Ali Khan","M",19,170,60,"Pakistan","PAK","1984 Summer",1984,"Summer","Los Angeles","Hockey","Hockey Men's Hockey","Gold"
59173,"Shahid Ali Khan","M",27,170,60,"Pakistan","PAK","1992 Summer",1992,"Summer","Barcelona","Hockey","Hockey Men's Hockey","Bronze"
59195,"Dmitry Viktorovich Kharin","M",20,187,80,"Soviet Union","URS","1988 Summer",1988,"Summer","Seoul","Football","Football Men's Football","Gold"
59207,"Sergey Vladimirovich Kharkov","M",17,167,63,"Soviet Union","URS","1988 Summer",1988,"Summer","Seoul","Gymnastics","Gymnastics Men's Team All-Around","Gold"
59207,"Sergey Vladimirovich Kharkov","M",17,167,63,"Soviet Union","URS","1988 Summer",1988,"Summer","Seoul","Gymnastics","Gymnastics Men's Floor Exercise","Gold"
59207,"Sergey Vladimirovich Kharkov","M",25,167,63,"Russia","RUS","1996 Summer",1996,"Summer","Atlanta","Gymnastics","Gymnastics Men's Team All-Around","Gold"
59208,"Valery Borisovich Kharlamov","M",24,173,79,"Soviet Union","URS","1972 Winter",1972,"Winter","Sapporo","Ice Hockey","Ice Hockey Men's Ice Hockey","Gold"
59208,"Valery Borisovich Kharlamov","M",28,173,79,"Soviet Union","URS","1976 Winter",1976,"Winter","Innsbruck","Ice Hockey","Ice Hockey Men's Ice Hockey","Gold"
59208,"Valery Borisovich Kharlamov","M",32,173,79,"Soviet Union","URS","1980 Winter",1980,"Winter","Lake Placid","Ice Hockey","Ice Hockey Men's Ice Hockey","Silver"
59209,"Olha Hennadivna Kharlan","F",17,172,68,"Ukraine","UKR","2008 Summer",2008,"Summer","Beijing","Fencing","Fencing Women's Sabre, Team","Gold"
59209,"Olha Hennadivna Kharlan","F",21,172,68,"Ukraine","UKR","2012 Summer",2012,"Summer","London","Fencing","Fencing Women's Sabre, Individual","Bronze"
59209,"Olha Hennadivna Kharlan","F",25,172,68,"Ukraine","UKR","2016 Summer",2016,"Summer","Rio de Janeiro","Fencing","Fencing Women's Sabre, Individual","Bronze"
59209,"Olha Hennadivna Kharlan","F",25,172,68,"Ukraine","UKR","2016 Summer",2016,"Summer","Rio de Janeiro","Fencing","Fencing Women's Sabre, Team","Silver"
59246,"Georgios Khatziioannidis","M",29,162,60,"Greece","GRE","1980 Summer",1980,"Summer","Moskva","Wrestling","Wrestling Men's Featherweight, Freestyle","Bronze"
59251,"Ilias Khatzipavlis","M",23,183,92,"Greece","GRE","1972 Summer",1972,"Summer","Munich","Sailing","Sailing Mixed One Person Dinghy","Silver"
59265,"Utkirbek Khaydarov","M",30,186,72,"Uzbekistan","UZB","2004 Summer",2004,"Summer","Athina","Boxing","Boxing Men's Light-Heavyweight","Bronze"
59268,"Irina Viktorovna Khazova (Artyomova-)","F",25,170,61,"Russia","RUS","2010 Winter",2010,"Winter","Vancouver","Cross Country Skiing","Cross Country Skiing Women's Team Sprint","Bronze"
59292,"Vagiz Nazirovich Khidiyatullin","M",21,177,75,"Soviet Union","URS","1980 Summer",1980,"Summer","Moskva","Football","Football Men's Football","Bronze"
59295,"Andriy Ivanovych Khimich","M",26,174,76,"Soviet Union","URS","1964 Summer",1964,"Summer","Tokyo","Canoeing","Canoeing Men's Canadian Doubles, 1,000 metres","Gold"
59302,"Vladimer Khinchegashvili","M",21,170,57,"Georgia","GEO","2012 Summer",2012,"Summer","London","Wrestling","Wrestling Men's Featherweight, Freestyle","Silver"
59302,"Vladimer Khinchegashvili","M",25,170,57,"Georgia","GEO","2016 Summer",2016,"Summer","Rio de Janeiro","Wrestling","Wrestling Men's Featherweight, Freestyle","Gold"
59305,"Shamil Shamshatdinovich Khisamutdinov","M",21,165,68,"Soviet Union","URS","1972 Summer",1972,"Summer","Munich","Wrestling","Wrestling Men's Lightweight, Greco-Roman","Gold"
59315,"Yelena Ivanovna Khloptseva","F",20,165,60,"Soviet Union","URS","1980 Summer",1980,"Summer","Moskva","Rowing","Rowing Women's Double Sculls","Gold"
59315,"Yelena Ivanovna Khloptseva","F",32,165,60,"Unified Team","EUN","1992 Summer",1992,"Summer","Barcelona","Rowing","Rowing Women's Quadruple Sculls","Bronze"
59323,"Vasily Vladimirovich Khmelevsky","M",24,196,124,"Soviet Union","URS","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's Hammer Throw","Bronze"
59328,"Yury Alekseyevich Khmylyov","M",27,185,86,"Unified Team","EUN","1992 Winter",1992,"Winter","Albertville","Ice Hockey","Ice Hockey Men's Ice Hockey","Gold"
59331,"Nadezhda Khnik'ina-Dvalishvili","F",19,168,55,"Soviet Union","URS","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Women's 200 metres","Bronze"
59331,"Nadezhda Khnik'ina-Dvalishvili","F",23,168,55,"Soviet Union","URS","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Women's Long Jump","Bronze"
59332,"Pavlo Viktorovych Khnykin","M",23,185,72,"Unified Team","EUN","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Silver"
59332,"Pavlo Viktorovych Khnykin","M",23,185,72,"Unified Team","EUN","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Silver"
59340,"Oleg Viktorovich Khodkov","M",26,196,90,"Russia","RUS","2000 Summer",2000,"Summer","Sydney","Handball","Handball Men's Handball","Gold"
59342,"Yekaterina Anatolyevna Khodotovich-Karsten","F",20,185,80,"Unified Team","EUN","1992 Summer",1992,"Summer","Barcelona","Rowing","Rowing Women's Quadruple Sculls","Bronze"
59342,"Yekaterina Anatolyevna Khodotovich-Karsten","F",24,185,80,"Belarus","BLR","1996 Summer",1996,"Summer","Atlanta","Rowing","Rowing Women's Single Sculls","Gold"
