"","homegoal","season","team.away","team.home","period","differential","playoffs"
"42112",1,"20092010","CAR","WSH",2,-3,0
"42113",0,"20092010","CAR","WSH",2,-2,0
"42114",1,"20092010","CAR","WSH",2,-3,0
"42115",1,"20092010","CAR","WSH",3,-2,0
"42116",0,"20092010","CAR","WSH",3,-1,0
"42117",0,"20092010","CAR","WSH",3,-2,0
"42118",1,"20092010","DET","CBJ",4,0,0
"42119",0,"20092010","MTL","OTT",1,0,0
"42120",0,"20092010","MTL","OTT",1,-1,0
"42121",1,"20092010","MTL","OTT",1,-2,0
"42122",1,"20092010","MTL","OTT",2,-1,0
"42123",1,"20092010","MTL","OTT",3,0,0
"42124",1,"20092010","MTL","OTT",3,1,0
"42125",1,"20092010","BOS","TBL",1,0,0
"42126",1,"20092010","BOS","TBL",2,1,0
"42127",0,"20092010","BOS","TBL",3,2,0
"42128",1,"20092010","CGY","EDM",1,0,0
"42129",0,"20092010","CGY","EDM",1,1,0
"42130",0,"20092010","CGY","EDM",2,0,0
"42131",0,"20092010","CGY","EDM",3,-1,0
"42132",0,"20092010","CGY","EDM",3,-2,0
"42133",0,"20092010","MIN","LAK",2,0,0
"42134",1,"20092010","MIN","LAK",2,-1,0
"42135",0,"20092010","MIN","LAK",2,0,0
"42136",0,"20092010","MIN","LAK",2,-1,0
"42137",1,"20092010","MIN","LAK",3,-2,0
"42138",1,"20092010","MIN","LAK",3,-1,0
"42139",0,"20092010","MIN","LAK",3,0,0
"42140",1,"20092010","PHX","SJS",1,0,0
"42141",1,"20092010","PHX","SJS",2,1,0
"42142",0,"20092010","PHX","SJS",2,2,0
"42143",0,"20092010","PHX","SJS",2,1,0
"42144",0,"20092010","PIT","BUF",1,0,0
"42145",0,"20092010","PIT","BUF",1,-1,0
"42146",0,"20092010","PIT","BUF",2,-2,0
"42147",1,"20092010","PIT","BUF",2,-2,0
"42148",1,"20092010","PIT","BUF",3,-1,0
"42149",1,"20092010","PIT","BUF",3,0,0
"42150",1,"20092010","CBJ","NYI",1,0,0
"42151",0,"20092010","CBJ","NYI",3,1,0
"42152",1,"20092010","NSH","STL",1,0,0
"42153",0,"20092010","NSH","STL",1,1,0
"42154",0,"20092010","NSH","STL",1,0,0
"42155",0,"20092010","NSH","STL",2,-1,0
"42156",0,"20092010","NSH","STL",3,-2,0
"42157",1,"20092010","NSH","STL",3,-3,0
"42158",1,"20092010","NSH","STL",3,-2,0
"42159",0,"20092010","CHI","DAL",1,0,0
"42160",1,"20092010","CHI","DAL",1,-1,0
"42161",1,"20092010","CHI","DAL",1,0,0
"42162",0,"20092010","CHI","DAL",1,1,0
"42163",0,"20092010","CHI","DAL",1,0,0
"42164",1,"20092010","CHI","DAL",2,-1,0
"42165",1,"20092010","CHI","DAL",2,0,0
"42166",0,"20092010","CHI","DAL",2,1,0
"42167",1,"20092010","CHI","DAL",3,0,0
"42168",1,"20092010","VAN","PHX",2,0,0
"42169",0,"20092010","VAN","PHX",2,1,0
"42170",1,"20092010","VAN","PHX",2,0,0
"42171",0,"20092010","VAN","PHX",3,1,0
"42172",1,"20092010","MIN","ANA",1,0,0
"42173",0,"20092010","MIN","ANA",1,1,0
"42174",1,"20092010","MIN","ANA",1,0,0
"42175",1,"20092010","MIN","ANA",2,1,0
"42176",0,"20092010","MIN","ANA",3,2,0
"42177",1,"20092010","MIN","ANA",3,1,0
"42178",1,"20092010","ATL","BOS",1,0,0
"42179",1,"20092010","ATL","BOS",1,1,0
"42180",1,"20092010","ATL","BOS",1,2,0
"42181",1,"20092010","ATL","BOS",2,3,0
"42182",1,"20092010","PIT","NJD",1,0,0
"42183",1,"20092010","PIT","NJD",3,1,0
"42184",0,"20092010","PHI","NYR",1,0,0
"42185",0,"20092010","PHI","NYR",1,-1,0
"42186",0,"20092010","PHI","NYR",1,-2,0
"42187",0,"20092010","PHI","NYR",2,-3,0
"42188",0,"20092010","PHI","NYR",2,-4,0
"42189",0,"20092010","PHI","NYR",3,-5,0
"42190",0,"20092010","MTL","TBL",2,0,0
"42191",1,"20092010","MTL","TBL",3,-1,0
"42192",0,"20092010","MTL","TBL",4,0,0
"42193",1,"20092010","COL","OTT",1,0,0
"42194",0,"20092010","COL","OTT",1,1,0
"42195",0,"20092010","COL","OTT",1,0,0
"42196",0,"20092010","COL","OTT",2,-1,0
"42197",0,"20092010","COL","OTT",3,-2,0
"42198",1,"20092010","COL","OTT",3,-3,0
"42199",1,"20092010","COL","OTT",3,-2,0
"42200",1,"20092010","LAK","CGY",1,0,0
"42201",0,"20092010","LAK","CGY",2,1,0
"42202",1,"20092010","LAK","CGY",2,0,0
"42203",1,"20092010","TOR","EDM",1,0,0
"42204",1,"20092010","TOR","EDM",2,1,0
"42205",1,"20092010","TOR","EDM",3,2,0
"42206",0,"20092010","TOR","EDM",3,3,0
"42207",1,"20092010","WSH","SJS",1,0,0
"42208",1,"20092010","WSH","SJS",1,1,0
"42209",0,"20092010","WSH","SJS",3,3,0
"42210",1,"20092010","WSH","SJS",3,2,0
"42211",0,"20092010","WSH","SJS",3,4,0
"42212",1,"20092010","MTL","FLA",1,0,0
"42213",0,"20092010","MTL","FLA",1,1,0
"42214",1,"20092010","MTL","FLA",1,0,0
"42215",0,"20092010","MTL","FLA",2,1,0
"42216",0,"20092010","MTL","FLA",2,0,0
"42217",1,"20092010","MTL","FLA",2,-1,0
"42218",0,"20092010","MTL","FLA",3,0,0
"42219",0,"20092010","MTL","FLA",3,-1,0
"42220",1,"20092010","MTL","FLA",3,-2,0
"42221",0,"20092010","NYI","OTT",2,0,0
"42222",1,"20092010","NYI","OTT",2,-1,0
"42223",1,"20092010","NYI","OTT",2,0,0
"42224",0,"20092010","NYI","OTT",3,1,0
"42225",1,"20092010","COL","DET",2,0,0
"42226",1,"20092010","COL","DET",2,1,0
"42227",0,"20092010","COL","DET",2,2,0
"42228",0,"20092010","COL","DET",3,1,0
"42229",1,"20092010","COL","DET",3,0,0
"42230",1,"20092010","COL","DET",3,1,0
"42231",1,"20092010","NSH","CBJ",1,0,0
"42232",0,"20092010","NSH","CBJ",3,1,0
"42233",0,"20092010","NSH","CBJ",4,0,0
"42234",0,"20092010","SJS","PHX",2,0,0
"42235",1,"20092010","SJS","PHX",2,-1,0
"42236",1,"20092010","SJS","PHX",2,0,0
"42237",0,"20092010","SJS","PHX",3,1,0
"42238",1,"20092010","NYR","CAR",1,0,0
"42239",0,"20092010","NYR","CAR",1,1,0
"42240",0,"20092010","NYR","CAR",3,0,0
"42241",1,"20092010","VAN","STL",1,0,0
"42242",1,"20092010","VAN","STL",2,1,0
"42243",1,"20092010","VAN","STL",2,2,0
"42244",0,"20092010","VAN","STL",2,3,0
"42245",0,"20092010","VAN","STL",3,2,0
"42246",0,"20092010","VAN","STL",3,1,0
"42247",0,"20092010","VAN","STL",4,0,0
"42248",0,"20092010","LAK","MIN",1,0,0
"42249",0,"20092010","LAK","MIN",1,-1,0
"42250",0,"20092010","LAK","MIN",1,-2,0
"42251",0,"20092010","LAK","MIN",2,-3,0
"42252",1,"20092010","LAK","MIN",2,-4,0
"42253",1,"20092010","LAK","MIN",3,-3,0
"42254",0,"20092010","LAK","MIN",3,-2,0
"42255",1,"20092010","ANA","DAL",1,0,0
"42256",0,"20092010","ANA","DAL",1,1,0
"42257",0,"20092010","ANA","DAL",2,0,0
"42258",1,"20092010","ANA","DAL",2,-1,0
"42259",1,"20092010","ANA","DAL",2,0,0
"42260",1,"20092010","ANA","DAL",2,1,0
"42261",1,"20092010","ANA","DAL",3,2,0
"42262",0,"20092010","ANA","DAL",3,3,0
"42263",1,"20092010","NJD","CHI",1,0,0
"42264",1,"20092010","NJD","CHI",1,1,0
"42265",1,"20092010","NJD","CHI",2,2,0
"42266",1,"20092010","NJD","CHI",3,3,0
"42267",1,"20092010","NJD","CHI",3,4,0
"42268",0,"20092010","NJD","CHI",3,5,0
"42269",1,"20092010","EDM","CGY",2,0,0
"42270",1,"20092010","EDM","CGY",3,1,0
"42271",0,"20092010","EDM","CGY",3,2,0
"42272",0,"20092010","PHI","BOS",2,0,0
"42273",1,"20092010","PHI","BOS",3,-1,0
"42274",1,"20092010","PHI","BOS",4,0,0
"42275",0,"20092010","ATL","BUF",2,0,0
"42276",0,"20092010","ATL","BUF",2,-1,0
"42277",0,"20092010","ATL","BUF",2,-2,0
"42278",1,"20092010","ATL","BUF",2,-3,0
"42279",1,"20092010","ATL","BUF",3,-2,0
"42280",1,"20092010","ATL","BUF",3,-1,0
"42281",1,"20092010","ATL","BUF",4,0,0
"42282",0,"20092010","CAR","NYR",2,0,0
"42283",1,"20092010","CAR","NYR",3,-1,0
"42284",0,"20092010","CAR","NYR",4,0,0
"42285",0,"20092010","VAN","DAL",2,0,0
"42286",1,"20092010","VAN","DAL",3,-1,0
"42287",0,"20092010","VAN","DAL",3,0,0
"42288",0,"20092010","VAN","DAL",3,-1,0
"42289",1,"20092010","PIT","TBL",1,0,0
"42290",0,"20092010","PIT","TBL",1,1,0
"42291",1,"20092010","PIT","TBL",2,0,0
"42292",1,"20092010","PIT","TBL",3,1,0
"42293",1,"20092010","WSH","LAK",1,0,0
"42294",0,"20092010","WSH","LAK",2,1,0
"42295",1,"20092010","WSH","LAK",3,0,0
"42296",1,"20092010","ATL","NYI",1,0,0
"42297",1,"20092010","ATL","NYI",1,1,0
"42298",1,"20092010","ATL","NYI",1,2,0
"42299",0,"20092010","ATL","NYI",2,3,0
"42300",1,"20092010","ATL","NYI",2,2,0
"42301",0,"20092010","ATL","NYI",2,3,0
"42302",1,"20092010","ATL","NYI",2,2,0
"42303",0,"20092010","ATL","NYI",2,3,0
"42304",0,"20092010","ATL","NYI",2,2,0
"42305",0,"20092010","ATL","NYI",3,1,0
"42306",1,"20092010","COL","CBJ",1,0,0
"42307",0,"20092010","COL","CBJ",2,1,0
"42308",1,"20092010","COL","CBJ",2,0,0
"42309",0,"20092010","COL","CBJ",3,1,0
"42310",0,"20092010","COL","CBJ",3,0,0
"42311",0,"20092010","TOR","CGY",1,0,0
"42312",1,"20092010","TOR","CGY",2,-1,0
"42313",1,"20092010","TOR","CGY",2,0,0
"42314",1,"20092010","TOR","CGY",3,1,0
"42315",0,"20092010","CHI","STL",1,0,0
"42316",1,"20092010","CHI","STL",1,-1,0
"42317",0,"20092010","CHI","STL",1,0,0
"42318",1,"20092010","CHI","STL",1,-1,0
"42319",0,"20092010","CHI","STL",2,0,0
"42320",0,"20092010","CHI","STL",2,-1,0
"42321",0,"20092010","CHI","STL",3,-2,0
"42322",0,"20092010","CHI","STL",3,-3,0
"42323",1,"20092010","CHI","STL",3,-4,0
"42324",0,"20092010","ANA","NSH",1,0,0
"42325",1,"20092010","ANA","NSH",2,-1,0
"42326",1,"20092010","ANA","NSH",3,0,0
"42327",1,"20092010","ANA","NSH",3,1,0
"42328",0,"20092010","NJD","MIN",2,0,0
"42329",0,"20092010","NJD","MIN",2,-1,0
"42330",1,"20092010","NJD","MIN",2,-2,0
"42331",1,"20092010","NJD","MIN",2,-1,0
"42332",0,"20092010","NJD","MIN",2,0,0
"42333",0,"20092010","NJD","MIN",3,-1,0
"42334",1,"20092010","NJD","MIN",3,-2,0
"42335",0,"20092010","NJD","MIN",3,-1,0
"42336",0,"20092010","DET","PHX",1,0,0
"42337",1,"20092010","DET","PHX",2,-1,0
"42338",0,"20092010","DET","PHX",2,0,0
"42339",0,"20092010","DET","PHX",3,-1,0
"42340",0,"20092010","DET","PHX",3,-2,0
"42341",1,"20092010","EDM","SJS",1,0,0
"42342",1,"20092010","EDM","SJS",1,1,0
"42343",1,"20092010","EDM","SJS",2,2,0
"42344",0,"20092010","EDM","SJS",2,3,0
"42345",1,"20092010","EDM","SJS",2,2,0
"42346",0,"20092010","BUF","MTL",2,0,0
"42347",0,"20092010","PHI","OTT",1,0,0
"42348",1,"20092010","PHI","OTT",1,-1,0
"42349",1,"20092010","PHI","OTT",1,0,0
"42350",1,"20092010","PHI","OTT",1,1,0
"42351",1,"20092010","PHI","OTT",1,2,0
"42352",0,"20092010","PHI","OTT",2,3,0
"42353",0,"20092010","PHI","OTT",2,2,0
"42354",0,"20092010","PHI","OTT",2,1,0
"42355",1,"20092010","PHI","OTT",3,0,0
"42356",1,"20092010","PHI","OTT",3,1,0
"42357",1,"20092010","PHI","OTT",3,2,0
"42358",0,"20092010","PIT","FLA",1,0,0
"42359",0,"20092010","PIT","FLA",1,-1,0
"42360",1,"20092010","PIT","FLA",1,-2,0
"42361",1,"20092010","PIT","FLA",2,-1,0
"42362",1,"20092010","PIT","FLA",2,0,0
"42363",1,"20092010","PIT","FLA",3,1,0
"42364",1,"20092010","PIT","FLA",3,2,0
"42365",1,"20092010","PIT","FLA",3,3,0
"42366",1,"20092010","ANA","CHI",2,0,0
"42367",1,"20092010","ANA","CHI",2,1,0
"42368",1,"20092010","ANA","CHI",3,2,0
"42369",1,"20092010","ANA","CHI",3,3,0
"42370",1,"20092010","ANA","CHI",3,4,0
"42371",0,"20092010","ANA","CHI",3,5,0
"42372",0,"20092010","ANA","CHI",3,4,0
"42373",1,"20092010","BOS","NYR",1,0,0
"42374",1,"20092010","BOS","NYR",2,1,0
"42375",0,"20092010","BOS","NYR",3,2,0
"42376",0,"20092010","BOS","NYR",3,1,0
"42377",1,"20092010","BOS","NYR",3,0,0
"42378",0,"20092010","LAK","SJS",1,0,0
"42379",0,"20092010","LAK","SJS",1,-1,0
"42380",0,"20092010","LAK","SJS",1,-2,0
"42381",0,"20092010","LAK","SJS",2,-3,0
"42382",0,"20092010","LAK","SJS",2,-4,0
"42383",0,"20092010","LAK","SJS",3,-5,0
"42384",1,"20092010","LAK","SJS",3,-6,0
"42385",1,"20092010","LAK","SJS",3,-5,0
"42386",0,"20092010","FLA","TOR",1,0,0
"42387",0,"20092010","FLA","TOR",1,-1,0
"42388",1,"20092010","FLA","TOR",1,-2,0
"42389",1,"20092010","FLA","TOR",2,-1,0
"42390",1,"20092010","FLA","TOR",2,0,0
"42391",1,"20092010","DAL","NJD",1,0,0
"42392",1,"20092010","DAL","NJD",2,1,0
"42393",1,"20092010","DAL","NJD",2,2,0
"42394",1,"20092010","DAL","NJD",2,3,0
"42395",1,"20092010","MTL","WSH",2,0,0
"42396",0,"20092010","MTL","WSH",2,1,0
"42397",1,"20092010","MTL","WSH",2,0,0
"42398",1,"20092010","MTL","WSH",2,1,0
"42399",0,"20092010","MTL","WSH",3,2,0
"42400",1,"20092010","MTL","WSH",3,1,0
"42401",0,"20092010","BOS","OTT",1,0,0
"42402",0,"20092010","BOS","OTT",1,-1,0
"42403",0,"20092010","BOS","OTT",1,-2,0
"42404",0,"20092010","BOS","OTT",1,-3,0
"42405",1,"20092010","BOS","OTT",2,-4,0
"42406",1,"20092010","ATL","PIT",2,0,0
"42407",0,"20092010","ATL","PIT",2,1,0
"42408",1,"20092010","ATL","PIT",2,0,0
"42409",1,"20092010","ATL","PIT",2,1,0
"42410",0,"20092010","ATL","PIT",2,2,0
"42411",1,"20092010","ATL","PIT",3,1,0
"42412",1,"20092010","ATL","PIT",3,2,0
"42413",0,"20092010","CGY","NSH",2,0,0
"42414",0,"20092010","CGY","NSH",2,-1,0
"42415",1,"20092010","CGY","NSH",3,-2,0
"42416",0,"20092010","CGY","NSH",3,-1,0
"42417",0,"20092010","MIN","CHI",1,0,0
"42418",1,"20092010","MIN","CHI",1,-1,0
"42419",1,"20092010","MIN","CHI",2,0,0
"42420",1,"20092010","MIN","CHI",3,1,0
"42421",1,"20092010","MIN","CHI",3,2,0
"42422",0,"20092010","PHX","EDM",1,0,0
"42423",0,"20092010","PHX","EDM",2,-1,0
"42424",1,"20092010","PHX","EDM",2,-2,0
"42425",1,"20092010","PHX","EDM",2,-1,0
"42426",0,"20092010","PHX","EDM",2,0,0
"42427",0,"20092010","PHX","EDM",2,-1,0
"42428",1,"20092010","PHX","EDM",3,-2,0
"42429",1,"20092010","PHX","EDM",3,-1,0
"42430",0,"20092010","PHX","EDM",4,0,0
"42431",0,"20092010","CBJ","VAN",1,0,0
"42432",0,"20092010","CBJ","VAN",1,-1,0
"42433",1,"20092010","CBJ","VAN",1,-2,0
"42434",1,"20092010","CBJ","VAN",1,-1,0
"42435",1,"20092010","CBJ","VAN",1,0,0
"42436",1,"20092010","CBJ","VAN",2,1,0
"42437",0,"20092010","CBJ","VAN",2,2,0
"42438",1,"20092010","CBJ","VAN",2,1,0
"42439",1,"20092010","CBJ","VAN",2,2,0
"42440",1,"20092010","CBJ","VAN",3,3,0
"42441",1,"20092010","DET","ANA",1,0,0
"42442",1,"20092010","DET","ANA",1,1,0
"42443",0,"20092010","DET","ANA",3,2,0
"42444",1,"20092010","DET","ANA",3,1,0
"42445",1,"20092010","DET","ANA",3,2,0
"42446",1,"20092010","TBL","BUF",1,0,0
"42447",1,"20092010","TBL","BUF",1,1,0
"42448",1,"20092010","TBL","BUF",1,2,0
"42449",0,"20092010","TBL","BUF",1,3,0
"42450",0,"20092010","TBL","BUF",1,2,0
"42451",1,"20092010","TBL","BUF",2,1,0
"42452",0,"20092010","TBL","BUF",2,2,0
"42453",1,"20092010","TBL","BUF",2,1,0
"42454",0,"20092010","DAL","NYR",1,0,0
"42455",1,"20092010","DAL","NYR",1,-1,0
"42456",1,"20092010","DAL","NYR",1,0,0
"42457",0,"20092010","DAL","NYR",2,1,0
"42458",1,"20092010","DAL","NYR",2,0,0
"42459",1,"20092010","DAL","NYR",3,1,0
"42460",1,"20092010","DAL","NYR",3,2,0
"42461",1,"20092010","TOR","PHI",1,0,0
"42462",1,"20092010","TOR","PHI",1,1,0
"42463",1,"20092010","TOR","PHI",2,2,0
"42464",1,"20092010","TOR","PHI",3,3,0
"42465",0,"20092010","TOR","PHI",3,4,0
"42466",1,"20092010","TOR","PHI",3,3,0
"42467",0,"20092010","TOR","PHI",3,4,0
"42468",1,"20092010","TOR","PHI",3,3,0
"42469",0,"20092010","CGY","MIN",1,0,0
"42470",1,"20092010","CGY","MIN",1,-1,0
"42471",1,"20092010","CGY","MIN",2,0,0
"42472",1,"20092010","CGY","MIN",2,1,0
"42473",1,"20092010","CGY","MIN",3,2,0
"42474",1,"20092010","NYI","COL",1,0,0
"42475",0,"20092010","NYI","COL",1,1,0
"42476",0,"20092010","NYI","COL",2,0,0
"42477",1,"20092010","NYI","COL",3,-1,0
"42478",0,"20092010","NYI","COL",3,0,0
"42479",0,"20092010","STL","SJS",2,0,0
"42480",1,"20092010","STL","SJS",3,-1,0
"42481",1,"20092010","STL","SJS",4,0,0
"42482",1,"20092010","CHI","BOS",1,0,0
"42483",1,"20092010","CHI","BOS",1,1,0
"42484",0,"20092010","CHI","BOS",1,2,0
"42485",0,"20092010","CHI","BOS",1,1,0
"42486",0,"20092010","CHI","BOS",2,0,0
"42487",0,"20092010","CHI","BOS",2,-1,0
"42488",0,"20092010","CHI","BOS",3,-2,0
"42489",1,"20092010","OTT","WSH",1,0,0
"42490",1,"20092010","OTT","WSH",1,1,0
"42491",0,"20092010","OTT","WSH",2,2,0
"42492",1,"20092010","OTT","WSH",3,1,0
"42493",1,"20092010","OTT","WSH",3,2,0
"42494",1,"20092010","OTT","WSH",3,3,0
"42495",0,"20092010","OTT","WSH",3,4,0
"42496",0,"20092010","NYR","ATL",2,0,0
"42497",1,"20092010","NYR","ATL",3,-1,0
"42498",1,"20092010","FLA","MTL",1,0,0
"42499",1,"20092010","FLA","MTL",3,1,0
"42500",0,"20092010","PHI","PIT",1,0,0
"42501",0,"20092010","PHI","PIT",1,-1,0
"42502",1,"20092010","PHI","PIT",1,-2,0
"42503",0,"20092010","PHI","PIT",1,-1,0
"42504",1,"20092010","PHI","PIT",1,-2,0
"42505",0,"20092010","PHI","PIT",2,-1,0
"42506",0,"20092010","PHI","PIT",2,-2,0
"42507",1,"20092010","PHI","PIT",2,-3,0
"42508",0,"20092010","PHI","PIT",3,-2,0
"42509",1,"20092010","PHI","PIT",3,-3,0
"42510",0,"20092010","PHI","PIT",3,-2,0
"42511",0,"20092010","CAR","NSH",1,0,0
"42512",1,"20092010","CAR","NSH",1,-1,0
"42513",1,"20092010","CAR","NSH",1,0,0
"42514",1,"20092010","CAR","NSH",2,1,0
"42515",1,"20092010","CAR","NSH",3,2,0
"42516",0,"20092010","CAR","NSH",3,3,0
"42517",0,"20092010","CBJ","EDM",1,0,0
"42518",1,"20092010","CBJ","EDM",1,-1,0
"42519",0,"20092010","CBJ","EDM",2,0,0
"42520",1,"20092010","CBJ","EDM",3,-1,0
"42521",0,"20092010","CBJ","EDM",3,0,0
"42522",0,"20092010","CBJ","EDM",3,-1,0
"42523",1,"20092010","PHX","VAN",1,0,0
"42524",1,"20092010","PHX","VAN",2,1,0
"42525",1,"20092010","PHX","VAN",3,2,0
"42526",1,"20092010","PHX","VAN",3,3,0
"42527",0,"20092010","STL","ANA",1,0,0
"42528",1,"20092010","STL","ANA",2,-1,0
"42529",0,"20092010","STL","ANA",3,0,0
"42530",1,"20092010","STL","ANA",3,-1,0
"42531",1,"20092010","STL","ANA",3,0,0
"42532",1,"20092010","STL","ANA",3,1,0
"42533",0,"20092010","DET","LAK",1,0,0
"42534",1,"20092010","DET","LAK",3,-1,0
"42535",0,"20092010","DET","LAK",3,0,0
"42536",0,"20092010","TBL","NJD",1,0,0
"42537",0,"20092010","TBL","NJD",2,-1,0
"42538",0,"20092010","TBL","NJD",2,-2,0
"42539",1,"20092010","TBL","NJD",3,-3,0
"42540",0,"20092010","TBL","NJD",3,-2,0
"42541",1,"20092010","TBL","NJD",3,-3,0
"42542",1,"20092010","COL","CAR",1,0,0
"42543",1,"20092010","COL","CAR",2,1,0
"42544",0,"20092010","COL","CAR",3,2,0
"42545",1,"20092010","TOR","BUF",1,0,0
"42546",1,"20092010","TOR","BUF",1,1,0
"42547",1,"20092010","TOR","BUF",2,2,0
"42548",0,"20092010","TOR","BUF",3,3,0
"42549",0,"20092010","TOR","BUF",3,2,0
"42550",1,"20092010","NYI","DAL",1,0,0
"42551",0,"20092010","NYI","DAL",1,1,0
"42552",0,"20092010","NYI","DAL",1,0,0
"42553",1,"20092010","NYI","DAL",2,-1,0
"42554",0,"20092010","NYI","DAL",2,0,0
"42555",1,"20092010","NYI","DAL",2,-1,0
"42556",1,"20092010","NYI","DAL",2,0,0
"42557",0,"20092010","CBJ","CGY",1,0,0
"42558",1,"20092010","CBJ","CGY",1,-1,0
"42559",0,"20092010","CBJ","CGY",2,0,0
"42560",0,"20092010","CBJ","CGY",3,-1,0
"42561",1,"20092010","CBJ","CGY",3,-2,0
"42562",0,"20092010","NYR","BOS",1,0,0
"42563",0,"20092010","NYR","BOS",2,-1,0
"42564",0,"20092010","NYR","BOS",3,-2,0
"42565",1,"20092010","NYR","BOS",3,-3,0
"42566",0,"20092010","COL","BUF",1,0,0
"42567",0,"20092010","COL","BUF",1,-1,0
"42568",1,"20092010","COL","BUF",2,-2,0
"42569",0,"20092010","COL","BUF",2,-1,0
"42570",1,"20092010","COL","BUF",3,-2,0
"42571",1,"20092010","COL","BUF",3,-1,0
"42572",0,"20092010","PIT","TOR",1,0,0
"42573",1,"20092010","PIT","TOR",1,-1,0
"42574",0,"20092010","PIT","TOR",2,0,0
"42575",0,"20092010","PIT","TOR",2,-1,0
"42576",0,"20092010","PIT","TOR",3,-2,0
"42577",0,"20092010","NJD","MTL",1,0,0
"42578",1,"20092010","NJD","MTL",2,-1,0
"42579",0,"20092010","NJD","MTL",4,0,0
"42580",0,"20092010","FLA","OTT",1,0,0
"42581",0,"20092010","FLA","OTT",2,-1,0
"42582",0,"20092010","FLA","OTT",2,-2,0
"42583",1,"20092010","TBL","PHI",1,0,0
"42584",1,"20092010","TBL","PHI",3,1,0
"42585",0,"20092010","TBL","PHI",3,2,0
"42586",1,"20092010","TBL","PHI",3,1,0
"42587",1,"20092010","TBL","PHI",3,2,0
"42588",0,"20092010","WSH","ATL",1,0,0
"42589",0,"20092010","WSH","ATL",1,-1,0
"42590",0,"20092010","WSH","ATL",1,-2,0
"42591",0,"20092010","WSH","ATL",2,-3,0
"42592",1,"20092010","WSH","ATL",2,-4,0
"42593",0,"20092010","WSH","ATL",3,-3,0
"42594",0,"20092010","WSH","ATL",3,-4,0
"42595",0,"20092010","WSH","ATL",3,-5,0
"42596",0,"20092010","WSH","ATL",3,-6,0
"42597",0,"20092010","ANA","NSH",1,0,0
"42598",0,"20092010","ANA","NSH",2,-1,0
"42599",0,"20092010","ANA","NSH",2,-2,0
"42600",1,"20092010","ANA","NSH",3,-3,0
"42601",1,"20092010","ANA","NSH",3,-2,0
"42602",0,"20092010","CHI","MIN",1,0,0
"42603",1,"20092010","CHI","MIN",1,-1,0
"42604",0,"20092010","CHI","MIN",1,0,0
"42605",0,"20092010","CHI","MIN",1,-1,0
"42606",0,"20092010","CHI","MIN",2,-2,0
"42607",0,"20092010","CHI","MIN",2,-3,0
"42608",1,"20092010","CHI","MIN",3,-4,0
"42609",1,"20092010","CHI","MIN",3,-3,0
"42610",1,"20092010","CHI","MIN",3,-2,0
"42611",1,"20092010","CHI","MIN",3,-1,0
"42612",1,"20092010","NYI","PHX",1,0,0
"42613",0,"20092010","NYI","PHX",1,1,0
"42614",0,"20092010","NYI","PHX",1,0,0
"42615",0,"20092010","NYI","PHX",2,-1,0
"42616",0,"20092010","NYI","PHX",2,-2,0
"42617",1,"20092010","NYI","PHX",3,-3,0
"42618",1,"20092010","NYI","PHX",3,-2,0
"42619",1,"20092010","NYI","PHX",3,-1,0
"42620",0,"20092010","CGY","VAN",1,0,0
"42621",1,"20092010","CGY","VAN",1,-1,0
"42622",1,"20092010","CGY","VAN",2,0,0
"42623",0,"20092010","CGY","VAN",2,1,0
"42624",0,"20092010","STL","LAK",1,0,0
"42625",1,"20092010","STL","LAK",2,-1,0
"42626",0,"20092010","STL","LAK",2,0,0
"42627",0,"20092010","STL","LAK",3,-1,0
"42628",0,"20092010","STL","LAK",3,-2,0
"42629",1,"20092010","STL","LAK",3,-3,0
"42630",1,"20092010","STL","LAK",3,-2,0
"42631",1,"20092010","DET","SJS",1,0,0
"42632",0,"20092010","DET","SJS",2,1,0
"42633",0,"20092010","DET","SJS",2,0,0
"42634",0,"20092010","DET","SJS",2,-1,0
"42635",0,"20092010","DET","SJS",3,-2,0
"42636",0,"20092010","OTT","CAR",2,0,0
"42637",1,"20092010","OTT","CAR",2,-1,0
"42638",1,"20092010","OTT","CAR",2,0,0
"42639",1,"20092010","OTT","CAR",3,1,0
"42640",1,"20092010","OTT","CAR",3,2,0
"42641",1,"20092010","DAL","CBJ",1,0,0
"42642",1,"20092010","DAL","CBJ",3,1,0
"42643",0,"20092010","ANA","CHI",1,0,0
"42644",0,"20092010","ANA","CHI",1,-1,0
"42645",1,"20092010","ANA","CHI",3,-2,0
"42646",0,"20092010","ANA","CHI",3,-1,0
"42647",0,"20092010","PIT","MIN",1,0,0
"42648",1,"20092010","PIT","MIN",1,-1,0
"42649",0,"20092010","PIT","MIN",2,0,0
"42650",1,"20092010","PIT","MIN",2,-1,0
"42651",1,"20092010","PIT","MIN",2,0,0
"42652",0,"20092010","PIT","MIN",3,1,0
"42653",1,"20092010","PIT","MIN",3,0,0
"42654",1,"20092010","COL","CGY",1,0,0
"42655",1,"20092010","COL","CGY",2,1,0
"42656",0,"20092010","COL","CGY",2,2,0
"42657",0,"20092010","COL","CGY",2,1,0
"42658",0,"20092010","NSH","VAN",1,0,0
"42659",1,"20092010","NSH","VAN",1,-1,0
"42660",0,"20092010","NSH","VAN",1,0,0
"42661",1,"20092010","NSH","VAN",2,-1,0
"42662",0,"20092010","NSH","VAN",3,0,0
"42663",0,"20092010","SJS","LAK",1,0,0
"42664",0,"20092010","SJS","LAK",2,-1,0
